variables,units,values,description
rotorse.rs.bjs.blade_mass,kg,[49173.58890141],blade mass
rotorse.rs.bjs.joint_material_cost,USD,[1941.8090111],"cost of joint metallic parts (bolts, washers, and inserts)"
rotorse.rc.sect_perimeter,m,"[14.13639991 14.067995   13.37760306 12.65683147 11.87075318 11.29996378
 11.01634508 10.8028031  10.65533525 10.56454047 10.48707403 10.31284639
 10.13063124  9.73989212  9.32909514  8.78258257  8.23620319  7.70270953
  7.16696369  6.62706686  6.08589618  5.54618293  5.01024056  4.47072636
  3.92385851  3.36609329  2.79948094  2.22217811  1.63324664  1.03519409]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[0.81891207 8.1331339  2.00832537 2.00632028 0.37027748 1.13105775
 1.13105775 4.91128476 2.15633535 2.43307155 9.31732766 7.91668029
 0.05980584 0.74488503 0.06224921 0.13957751 1.96811402 0.14821459]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[ 0.81891207  0.          2.63239297  4.01464565  0.40984714 16.04981419
 21.53101836  0.          0.          0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[ 1011.35640166   287.68539615  5106.84237057  6423.43303633
   795.10345651 31136.63952099  2799.0323871      0.
     0.             0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[  7312.10678398   2079.96541418   7115.24940959 100457.5515858
   1777.21906957  66348.91729222  36387.42103232  39432.24559565
      0.              0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[  9140.13347997   2079.96541418   7471.01188007 105480.42916509
   2043.80193001  76301.25488605  43664.90523878  39432.24559565
      0.              0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[2223.09099571],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[225.20443541],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[7659.72250862],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[12299.82321489],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[326115.10232441],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[75115.34229788],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[2304.28102903],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[403534.72565132],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[14500.76162796],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[22137.45033656],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[1428.70638979],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[11056.74437279],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[22534.60268937],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[23697.9777271],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[95356.24314357],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[498890.96879489],Total blade cost (variable and fixed)
rotorse.rc.joint_cost,USD,[20541.8090111],Total blade joint cost
drivese.hub_E,Pa,[2.e+11],
drivese.hub_G,Pa,[7.93e+10],
drivese.hub_rho,kg/m**3,[7800.],
drivese.hub_Xy,Pa,[3.45e+08],
drivese.hub_wohler_exp,,[3.],
drivese.hub_wohler_A,,[4.5e+08],
drivese.hub_mat_cost,USD/kg,[0.7],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[46210000.],
drivese.spinner_mat_cost,USD/kg,[3.],
drivese.lss_Xt,Pa,[4.5e+08],
drivese.lss_wohler_exp,,[3.],
drivese.lss_wohler_A,,[4.5e+08],
drivese.lss_cost,USD/kg,[0.7],
drivese.hss_Xt,Pa,[4.5e+08],
drivese.hss_wohler_exp,,[3.],
drivese.hss_wohler_A,,[4.5e+08],
drivese.hss_cost,USD/kg,[0.7],
drivese.bedplate_mat_cost,USD/kg,[0.7],
drivese.constr_hub_diameter,m,[-0.23538291],
drivese.spinner.spinner_diameter,m,[7.5],
drivese.hub_system_cost,USD,[12451.71920521],
drivese.stage_ratios,,[3.39733134 3.21912263 8.84749399],
drivese.D_gearbox,m,[2.3175],
drivese.L_lss,m,[3.1],
drivese.constr_length,m,[2.27743025],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[1480.55356999],
drivese.bear1.mb_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[1349.62411874],
drivese.bear2.mb_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.hss_rpm,rpm,"[  9.676       49.36699606  89.05799213 128.74898819 168.43998425
 208.13098031 247.82197638 287.51297244 327.2039685  366.89496456
 406.58596063 446.27695669 485.96795275 525.65894881 565.34994488
 605.04094094 644.731937   684.42293306 724.11392913 763.80492519]",
drivese.generator_efficiency,,"[0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95]",
drivese.mean_bearing_mass,kg,[1415.08884437],
drivese.total_bedplate_mass,kg,[28291.45574373],
drivese.above_yaw_mass,kg,[208377.99321669],
drivese.above_yaw_cm,m,[ 0.11826296 -0.15076097  1.52982877],
drivese.nacelle_I,kg*m**2,"[1013515.6169738  1486531.70358922 2024786.17522882   -3446.92202705
  -65870.16565527    3947.81667187]",
drivese.above_yaw_I,kg*m**2,"[ 9.77949871e+05  1.45109754e+06  2.02423360e+06 -3.71526276e+03
 -6.31472105e+04  4.76608394e+02]",
drivese.above_yaw_I_TT,kg*m**2,"[ 1.47036893e+06  1.94169481e+06  2.03188420e+06  4.54747351e-13
 -1.00847390e+05  4.85365910e+04]",
drivese.rotor_mass,kg,[181719.59473995],
drivese.rna_mass,kg,[407816.374],
drivese.rna_cm,m,[-5.20553927 -0.07703288  2.11145639],
drivese.rna_I_TT,kg*m**2,"[ 1.86628534e+08  1.20969153e+08  1.19891380e+08 -2.28175342e+01
 -9.07335678e+04  4.82414274e+04]",
drivese.torq_deflection,m,[0.00279347],
drivese.torq_rotation,rad,[3.12800971e-06],
drivese.lss_axial_stress,Pa,"[[3.79389746e+06]
 [3.11508715e+08]
 [2.92815394e+08]
 [3.33864113e+08]]",
drivese.lss_shear_stress,Pa,"[[1.00108258e+09]
 [1.00198191e+09]
 [1.00206773e+09]
 [9.98204662e+08]]",
drivese.constr_lss_vonmises,,"[[8.82042675]
 [8.96941797]
 [8.95385283]
 [8.95752652]]",
drivese.lss_axial_load2stress,m**2,[ 3.82436907  0.          0.          0.         53.02402191 53.02402191],
drivese.lss_shear_load2stress,m**2,[ 0.          4.29987073  4.29987073 26.51201095  0.          0.        ],
drivese.hss_axial_stress,Pa,"[[6.86010096e+05]
 [1.38711357e-02]]",
drivese.hss_shear_stress,Pa,"[[85601952.64019027]
 [82712435.14515474]]",
drivese.hss_bending_stress,Pa,"[[0.]
 [0.]]",
drivese.constr_hss_vonmises,,"[[0.75423551]
 [0.72876828]]",
drivese.mb1_deflection,m,[7.11151835e-05],
drivese.mb2_deflection,m,[5.19120055e-05],
drivese.bedplate_deflection,m,[0.00018528],
drivese.mb1_rotation,rad,[9.29942434e-05],
drivese.mb2_rotation,rad,[0.00010407],
drivese.bedplate_rotation,rad,[9.22676955e-05],
drivese.base_F,N,"[[ 2179952.78999446]
 [   42088.53942159]
 [-2398553.5154072 ]]",
drivese.base_M,N*m,"[[15586323.4867811 ]
 [ 3979552.30317351]
 [ 1118085.72888495]]",
drivese.bedplate_axial_stress,Pa,"[[5.75703387e+04]
 [8.45914736e+05]
 [3.99788996e+05]
 [1.44871603e+06]
 [3.06326983e+06]
 [2.04646459e+07]
 [1.98705291e+07]
 [8.09555943e+06]
 [5.99506317e+06]
 [5.75738732e+04]
 [3.25934082e+00]
 [5.75703188e+04]
 [3.35390725e+05]
 [1.18816866e+06]
 [2.23709525e+06]
 [4.36244001e+06]
 [2.87269025e+07]
 [2.87892002e+07]
 [7.98442742e+06]
 [5.95801704e+06]
 [5.75733097e+04]
 [2.96699889e+00]]",
drivese.bedplate_shear_stress,Pa,"[[2.90161173e+05]
 [6.11927619e+05]
 [8.28814108e+05]
 [1.04643547e+06]
 [1.40670226e+06]
 [1.26191386e+07]
 [1.25889116e+07]
 [1.10536991e+07]
 [1.09086165e+07]
 [2.90161955e+05]
 [2.33784691e+00]
 [2.90161100e+05]
 [5.90984150e+06]
 [6.12686717e+06]
 [6.34448493e+06]
 [6.70442693e+06]
 [1.01469693e+07]
 [1.01170529e+07]
 [1.10536917e+07]
 [1.09086144e+07]
 [2.90161793e+05]
 [2.63202800e+00]]",
drivese.bedplate_bending_stress,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
drivese.constr_bedplate_vonmises,,"[[2.57329045e-03]
 [6.89829188e-03]
 [7.58046941e-03]
 [1.18033393e-02]
 [1.99107766e-02]
 [1.52314191e-01]
 [1.50067805e-01]
 [1.05741525e-01]
 [1.00836583e-01]
 [2.57329935e-03]
 [2.64423342e-08]
 [2.57328981e-03]
 [5.20987716e-02]
 [5.43203237e-02]
 [5.70470053e-02]
 [6.31026457e-02]
 [1.71311739e-01]
 [1.71444950e-01]
 [1.05522581e-01]
 [1.00779730e-01]
 [2.57329760e-03]
 [2.76693948e-08]]",
drivese.constr_mb1_defl,,[0.01065636],
drivese.constr_mb2_defl,,[0.00133422],
drivese.drivetrain_spring_constant,N*m/rad,[2.78133415e+08],
drivese.drivetrain_damping_coefficient,N*m*s/rad,[2262163.55645284],
towerse.height_constraint,m,[3.],
towerse.transition_piece_height,m,[0.],
towerse.z_start,m,[0.],
towerse.tower_section_height,m,[13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7],
towerse.member.sigma_ult,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.wohler_exp,,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.],
towerse.member.wohler_A,,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.ballast_density,kg/m**3,[],
towerse.member.ballast_unit_cost,USD/kg,[],
towerse.z_param,m,[  0.   13.7  27.4  41.1  54.8  68.5  82.2  95.9 109.6 123.3 137. ],
towerse.member.sec_loc,,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]",normalized sectional location
towerse.member.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,kg/m,"[9639.07703025 8622.61477518 7649.74157786 6795.5079111  5999.84470102
 5206.69361172 4422.55525651 3685.97686814 3055.5302826  2692.2359476 ]",sectional mass per unit length
towerse.member.foreaft_iner,kg*m,"[42489.95080603 38092.8587395  33865.87425039 30139.47858934
 26656.0659907  23171.6359823  19715.00747676 16457.35200697
 13411.73964167 10905.28025034]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,kg*m,"[42489.95080603 38092.8587395  33865.87425039 30139.47858934
 26656.0659907  23171.6359823  19715.00747676 16457.35200697
 13411.73964167 10905.28025034]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,N*m**2,"[1.01821114e+12 9.12841091e+11 8.11547430e+11 7.22249667e+11
 6.38774646e+11 5.55275245e+11 4.72442067e+11 3.94376995e+11
 3.21393234e+11 2.61329505e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,N*m**2,"[1.01821114e+12 9.12841091e+11 8.11547430e+11 7.22249667e+11
 6.38774646e+11 5.55275245e+11 4.72442067e+11 3.94376995e+11
 3.21393234e+11 2.61329505e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.member.tor_stff,N*m**2,"[8.07441433e+11 7.23882985e+11 6.43557112e+11 5.72743986e+11
 5.06548295e+11 4.40333269e+11 3.74646560e+11 3.12740957e+11
 2.54864834e+11 2.07234298e+11]",sectional torsional stiffness
towerse.member.axial_stff,N,"[2.30986749e+11 2.06628679e+11 1.83315159e+11 1.62844666e+11
 1.43777731e+11 1.24770995e+11 1.05980236e+11 8.83291845e+10
 7.32214302e+10 6.45155990e+10]",sectional axial stiffness
towerse.member.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.member.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.member.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.member.axial_load2stress,m**2,"[[0.         0.         0.86585053 0.58926875 0.58926875 0.        ]
 [0.         0.         0.96791985 0.65728855 0.65728855 0.        ]
 [0.         0.         1.09101725 0.73932832 0.73932832 0.        ]
 [0.         0.         1.22816427 0.83073766 0.83073766 0.        ]
 [0.         0.         1.391036   0.93929839 0.93929839 0.        ]
 [0.         0.         1.60293665 1.0805452  1.0805452  0.        ]
 [0.         0.         1.88714431 1.26999698 1.26999698 0.        ]
 [0.         0.         2.26425729 1.52138692 1.52138692 0.        ]
 [0.         0.         2.73144077 1.84988215 1.84988215 0.        ]
 [0.         0.         3.10002547 2.1851949  2.1851949  0.        ]]",
towerse.member.shear_load2stress,m**2,"[[1.41927333 1.41927333 0.         0.         0.         0.29463437]
 [1.5874111  1.5874111  0.         0.         0.         0.32864428]
 [1.79017882 1.79017882 0.         0.         0.         0.36966416]
 [2.01608074 2.01608074 0.         0.         0.         0.41536883]
 [2.28434708 2.28434708 0.         0.         0.         0.4696492 ]
 [2.63336006 2.63336006 0.         0.         0.         0.5402726 ]
 [3.10145671 3.10145671 0.         0.         0.         0.63499849]
 [3.72255939 3.72255939 0.         0.         0.         0.76069346]
 [4.4918757  4.4918757  0.         0.         0.         0.92494108]
 [5.09835809 5.09835809 0.         0.         0.         1.09259745]]",
towerse.constr_d_to_t,,"[ 96.91496253 108.45985024 122.38290531 137.89480143 156.31602724
 180.282286   212.42626375 255.07753082 302.31821512 316.59090065]",
towerse.constr_taper,,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.98179869 0.93880853]",
towerse.slope,,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.98179869 0.93880853]",
towerse.thickness_slope,,"[0.89355612 0.88623366 0.8875092  0.88215395 0.8670626  0.84868172
 0.83279097 0.83605997 0.91719931]",
towerse.member.nu_full,,"[0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405]",
towerse.member.nodes_r,m,"[3.         3.         3.         3.         3.         3.
 3.         3.         3.         3.         3.         3.
 3.         3.         3.         3.         3.         3.
 3.         3.         3.         3.         3.         3.
 3.         2.98179869 2.96359738 2.94539607 2.88531836 2.82524066
 2.76516296]",
towerse.member.center_of_buoyancy,m,[0. 0. 0.],
towerse.member.displacement,m**3,[0.],
towerse.member.buoyancy_force,N,[0.],
towerse.member.idx_cb,,[0.],
towerse.member.Awater,m**2,[0.],
towerse.member.Iwater,m**4,[0.],
towerse.member.added_mass,kg,[0. 0. 0. 0. 0. 0.],
towerse.member.waterline_centroid,m,[0. 0.],
towerse.member.z_dim,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.member.d_eff,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.tower_cost,USD,[2148240.64007646],
towerse.member.section_D,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 5.98179869 5.94539607 5.90899344 5.83071443 5.71055903 5.59040362]",
towerse.member.section_t,m,"[0.06624364 0.06624364 0.06624364 0.05919241 0.05919241 0.05919241
 0.05245831 0.05245831 0.05245831 0.04655723 0.04655723 0.04655723
 0.04107064 0.04107064 0.04107064 0.03561082 0.03561082 0.03561082
 0.03022225 0.03022225 0.03022225 0.02516882 0.02516882 0.02516882
 0.02104264 0.02104264 0.02104264 0.0193003  0.0193003  0.0193003 ]",
towerse.member.section_sigma_y,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.turbine_mass,kg,[1199262.33207926],
towerse.turbine_center_of_mass,m,[-1.77017496e+00 -2.61954940e-02  8.23969785e+01],
towerse.turbine_I_base,kg*m**2,"[ 1.11724150e+10  1.11067556e+10  1.26876115e+08 -2.28175342e+01
 -9.07335678e+04  4.82414274e+04]",
towerse.env.wind.U,m/s,"[ 0.          9.14216119 10.50158552 11.38867304 12.06315401 12.61371096
 13.08214999 13.49175612 13.85692516 14.18722237 14.48934903 14.76819476
 15.02744417 15.26994752 15.49795806 15.71329    15.91742714 16.11159952
 16.296839   16.4740202  16.64389139 16.80709802 16.96420103 17.11569116
 17.2620004  17.40351115 17.5405636  17.67346186 17.80247893 17.92786089
 18.04983038]",
towerse.env.windLoads.windLoads_Px,N/m,"[  0.         200.58445246 276.29296911 330.1306254  373.43136091
 410.35707168 442.81807124 471.97379298 498.57238711 523.12287274
 545.98914794 567.44145861 587.68665911 606.88702485 625.17248554
 642.64888036 659.40370441 675.51021623 691.03044151 706.0174137
 720.51687498 734.56858759 748.20735899 761.46385325 774.36524046
 782.29385342 789.77539357 796.83343702 792.30030593 787.03543108
 781.05873361]",
towerse.env.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_qdyn,N/m**2,"[  0.          51.19220558  67.54852023  79.44239764  89.1308068
  97.45224378 104.82487214 111.49183341 117.60880467 123.28233317
 128.58900659 133.58599059 138.31724804 142.81741962 147.11435617
 151.23083318 155.18574814 158.99497902 162.67201387 166.22842178
 169.67421143 173.01810821 176.26777135 179.42996632 182.51070298
 185.51534771 188.44871499 191.31514306 194.11855676 196.86252011
 199.55028073]",
towerse.env.windLoads.windLoads_z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.env.windLoads.windLoads_beta,deg,[0.],
towerse.env.Px,N/m,"[  0.         200.58445246 276.29296911 330.1306254  373.43136091
 410.35707168 442.81807124 471.97379298 498.57238711 523.12287274
 545.98914794 567.44145861 587.68665911 606.88702485 625.17248554
 642.64888036 659.40370441 675.51021623 691.03044151 706.0174137
 720.51687498 734.56858759 748.20735899 761.46385325 774.36524046
 782.29385342 789.77539357 796.83343702 792.30030593 787.03543108
 781.05873361]",
towerse.env.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.qdyn,N/m**2,"[  0.          51.19220558  67.54852023  79.44239764  89.1308068
  97.45224378 104.82487214 111.49183341 117.60880467 123.28233317
 128.58900659 133.58599059 138.31724804 142.81741962 147.11435617
 151.23083318 155.18574814 158.99497902 162.67201387 166.22842178
 169.67421143 173.01810821 176.26777135 179.42996632 182.51070298
 185.51534771 188.44871499 191.31514306 194.11855676 196.86252011
 199.55028073]",
towerse.g2e.Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz,N/m,"[   0.         -200.58445246 -276.29296911 -330.1306254  -373.43136091
 -410.35707168 -442.81807124 -471.97379298 -498.57238711 -523.12287274
 -545.98914794 -567.44145861 -587.68665911 -606.88702485 -625.17248554
 -642.64888036 -659.40370441 -675.51021623 -691.03044151 -706.0174137
 -720.51687498 -734.56858759 -748.20735899 -761.46385325 -774.36524046
 -782.29385342 -789.77539357 -796.83343702 -792.30030593 -787.03543108
 -781.05873361]",
towerse.g2e.qdyn,Pa,"[  0.          51.19220558  67.54852023  79.44239764  89.1308068
  97.45224378 104.82487214 111.49183341 117.60880467 123.28233317
 128.58900659 133.58599059 138.31724804 142.81741962 147.11435617
 151.23083318 155.18574814 158.99497902 162.67201387 166.22842178
 169.67421143 173.01810821 176.26777135 179.42996632 182.51070298
 185.51534771 188.44871499 191.31514306 194.11855676 196.86252011
 199.55028073]",
towerse.tower.section_L,m,"[4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667]",
towerse.tower.f1,Hz,[0.20915633],
towerse.tower.f2,Hz,[0.211166],
towerse.tower.structural_frequencies,Hz,[0.20915633 0.211166   0.81275051 1.02984275 1.17121352 2.35472575],
towerse.tower.fore_aft_modes,,"[[ 1.15283751e+00 -9.62772416e-02 -1.12456911e-02 -6.56498384e-03
  -3.87495933e-02]
 [-5.39891501e+01  4.84929748e+01  7.94704387e+00  4.35015924e+00
  -5.80102780e+00]
 [-5.55491065e+01  7.17422168e+01  6.54915262e+01 -9.91528510e+01
   1.84682145e+01]]",
towerse.tower.side_side_modes,,"[[ 1.14272236e+00 -8.99754895e-02 -9.21494059e-03 -7.25426271e-03
  -3.62776686e-02]
 [-2.46422880e+02  2.05699797e+02  3.28855894e+01  2.19515609e+01
  -1.31140678e+01]
 [-4.67147938e+01  5.89236517e+01  4.59525445e+01 -6.52917041e+01
   8.13030161e+00]]",
towerse.tower.torsion_modes,,"[[  6.87822676 -25.50624842  45.32740975 -37.46752022  11.76813214]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]",
towerse.tower.fore_aft_freqs,Hz,[0.211166   1.17121352 2.51295879],
towerse.tower.side_side_freqs,Hz,[0.20915633 1.02984275 2.35472575],
towerse.tower.torsion_freqs,Hz,[6.62525439 0.         0.        ],
towerse.tower.tower_deflection,m,"[[0.        ]
 [0.00314541]
 [0.01209807]
 [0.02666589]
 [0.04698653]
 [0.07313907]
 [0.10490639]
 [0.14242908]
 [0.18577663]
 [0.23470252]
 [0.28931356]
 [0.34963699]
 [0.41539415]
 [0.48667179]
 [0.56346207]
 [0.64544891]
 [0.73272075]
 [0.82524305]
 [0.92265187]
 [1.02503043]
 [1.13229721]
 [1.24402494]
 [1.36025284]
 [1.48080209]
 [1.60516217]
 [1.73324011]
 [1.86471369]
 [1.99901632]
 [2.13573361]
 [2.27431234]
 [2.41408549]]",
towerse.tower.top_deflection,m,[2.41408549],
towerse.tower.tower_Fz,N,"[[-9808604.93126309]
 [-9375867.53611783]
 [-8942837.30192321]
 [-8555106.92677594]
 [-8167195.19976376]
 [-7779126.62407702]
 [-7434486.19723139]
 [-7089719.7378554 ]
 [-6744837.65592112]
 [-6438102.87257738]
 [-6131267.9070324 ]
 [-5824338.68426851]
 [-5552951.86937315]
 [-5281480.31773854]
 [-5009927.92674031]
 [-4773817.25027133]
 [-4537632.2907716 ]
 [-4301375.83882174]
 [-4100165.88895804]
 [-3898889.28525101]
 [-3697548.1414005 ]
 [-3529130.02103528]
 [-3360651.10392775]
 [-3192113.05675514]
 [-3050920.15641406]
 [-2910533.00678413]
 [-2770953.57559305]
 [-2644252.16459432]
 [-2520117.716339  ]
 [-2398553.51540719]]",
towerse.tower.tower_Vx,N,"[[2180101.49579256]
 [2180376.69471918]
 [2180643.02961427]
 [2180814.86403149]
 [2181062.7627838 ]
 [2181301.57109678]
 [2181367.59920132]
 [2181587.76049215]
 [2181798.70337379]
 [2181785.2149688 ]
 [2181977.44165081]
 [2182160.36774307]
 [2182068.47937006]
 [2182232.65594155]
 [2182387.4787873 ]
 [2182206.005418  ]
 [2182342.08155751]
 [2182468.77052784]
 [2182204.63859332]
 [2182312.61362386]
 [2182411.17765701]
 [2182091.69831485]
 [2182171.57645458]
 [2182242.01975989]
 [2181927.52950972]
 [2181967.69324386]
 [2181998.49813348]
 [2181842.53229517]
 [2181828.52759397]
 [2181804.42931646]]",
