variables,units,values,description
rotorse.rs.frame.dz,m,"[-0.00000000e+00 -6.63597437e-05 -1.53164037e-04 -2.56346629e-04
 -3.80476893e-04 -5.17002797e-04 -6.55896587e-04 -7.89626221e-04
 -9.14525637e-04 -1.02889554e-03 -1.13318629e-03 -1.22957101e-03
 -1.32005463e-03 -1.40586319e-03 -1.48764981e-03 -1.56527389e-03
 -1.63806798e-03 -1.70550806e-03 -1.76744472e-03 -1.82370165e-03
 -1.87406142e-03 -1.91907389e-03 -1.96033542e-03 -1.99939590e-03
 -2.03717259e-03 -2.07321544e-03 -2.10596007e-03 -2.13493276e-03
 -2.15880702e-03 -2.17323990e-03]",deflection of blade section in airfoil z-direction
rotorse.rs.frame.EI11,N*m**2,"[1.52408154e+11 1.25120042e+11 7.89136605e+10 4.38272570e+10
 2.61484420e+10 2.05517888e+10 1.78277921e+10 1.52530064e+10
 1.31941455e+10 1.25579327e+10 1.13932503e+10 9.33273861e+09
 8.18742829e+09 7.24314823e+09 5.80945971e+09 4.66255011e+09
 3.88773082e+09 3.06972018e+09 2.46739051e+09 2.00119013e+09
 1.53766272e+09 1.10748160e+09 7.64421721e+08 5.16917957e+08
 3.28514727e+08 2.06980542e+08 1.20051564e+08 5.91525311e+07
 2.21828306e+07 1.88427875e+05]",stiffness w.r.t principal axis 1
rotorse.rs.frame.EI22,N*m**2,"[1.52534771e+11 1.31841552e+11 1.03256494e+11 8.27657601e+10
 6.47658514e+10 5.39843825e+10 4.80831237e+10 4.55369445e+10
 4.46617009e+10 4.40983130e+10 4.15468246e+10 3.75252124e+10
 3.27559464e+10 2.68194610e+10 2.09712036e+10 1.60847253e+10
 1.22509405e+10 8.78477467e+09 5.85954855e+09 3.80566527e+09
 2.81467488e+09 2.24472653e+09 1.75702415e+09 1.34247897e+09
 7.94981109e+08 5.15100600e+08 3.30911833e+08 2.09588222e+08
 1.08000277e+08 1.92128051e+06]",stiffness w.r.t principal axis 2
rotorse.rs.frame.alpha,deg,"[57.7950301  47.67016527 37.02960876 31.99987362 30.35810976 30.50898729
 27.42516844 21.26368654 15.84091328 12.84153431 10.61092875  8.32128582
  7.09184531  6.33037714  5.24471383  4.27109662  3.62998063  2.88574976
  2.13436037  1.04640556 -0.86904377 -2.58592072 -3.80555113 -4.40739032
 -5.3084859  -5.10751921 -4.2917058  -3.05813812 -2.10569045 -0.90572577]",Angle between blade c.s. and principal axes
rotorse.rs.frame.M1,N*m,"[-5.81950039e+07 -5.47469519e+07 -6.44709095e+07 -6.87965436e+07
 -6.77946414e+07 -6.44835255e+07 -6.12755170e+07 -5.89314940e+07
 -5.59826838e+07 -5.19410182e+07 -4.74380144e+07 -4.28917954e+07
 -3.84194239e+07 -3.41159673e+07 -3.00159880e+07 -2.61276717e+07
 -2.24739241e+07 -1.90673849e+07 -1.59191784e+07 -1.30393541e+07
 -1.04226781e+07 -8.08582573e+06 -6.05395246e+06 -4.33098053e+06
 -2.90356533e+06 -1.77094618e+06 -9.27417404e+05 -3.60537282e+05
 -6.44627875e+04  3.66684962e+00]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.frame.M2,N*m,"[ 8.43656684e+07  7.95800413e+07  6.38587233e+07  4.98385893e+07
  4.10143636e+07  3.55115889e+07  2.97363700e+07  2.15208685e+07
  1.32022960e+07  7.40909074e+06  3.85820172e+06  1.24374511e+06
 -4.72336401e+05 -1.31985351e+06 -1.88468919e+06 -2.29828195e+06
 -2.43808553e+06 -2.40562715e+06 -2.29581753e+06 -2.15449054e+06
 -2.05691630e+06 -1.91693949e+06 -1.65022711e+06 -1.29072507e+06
 -9.23361369e+05 -5.77524352e+05 -2.91628698e+05 -1.05507217e+05
 -1.76049291e+04  1.87813263e-01]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.frame.F3,N,"[ 6.68915373e+05  7.41691478e+05  7.76805116e+05  7.85961559e+05
  7.79587525e+05  7.65125510e+05  7.46885311e+05  7.25420479e+05
  6.99898692e+05  6.69281649e+05  6.32955946e+05  5.91590194e+05
  5.46470929e+05  4.99139881e+05  4.51147619e+05  4.03379405e+05
  3.56112554e+05  3.09820519e+05  2.65193200e+05  2.22515690e+05
  1.81633115e+05  1.42917592e+05  1.07777226e+05  7.74445050e+04
  5.31182598e+04  3.48080353e+04  2.11178398e+04  1.09261041e+04
  3.63160146e+03 -2.88764568e-11]",axial resultant along blade span
rotorse.rs.strains.strainU_spar,,"[-1.46962515e-03 -1.80774273e-03 -2.15243482e-03 -2.68527346e-03
 -3.49732957e-03 -3.88908309e-03 -3.94289686e-03 -3.98550410e-03
 -3.95155462e-03 -3.69565567e-03 -3.46929585e-03 -3.48063110e-03
 -3.35045744e-03 -3.21818666e-03 -3.22013619e-03 -3.20002921e-03
 -3.06196312e-03 -2.99131699e-03 -2.87492616e-03 -2.69358228e-03
 -2.57227191e-03 -2.53246938e-03 -2.54158559e-03 -2.54305981e-03
 -2.53102053e-03 -2.28686179e-03 -1.90396034e-03 -1.37160948e-03
 -5.92619426e-04  1.00810331e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.strains.strainL_spar,,"[ 1.45776790e-03  1.72684032e-03  2.14136113e-03  2.81787327e-03
  3.42252138e-03  3.44404340e-03  3.41369115e-03  3.49382390e-03
  3.51703724e-03  3.26442988e-03  3.11789929e-03  3.16517972e-03
  3.06238190e-03  2.95677411e-03  2.98710073e-03  2.99040151e-03
  2.88320474e-03  2.83314623e-03  2.74215669e-03  2.58841225e-03
  2.48532815e-03  2.45195192e-03  2.45905709e-03  2.45866091e-03
  2.45022344e-03  2.21661617e-03  1.84754814e-03  1.32668529e-03
  5.64844306e-04 -1.00479863e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.strains.strainU_te,,"[-9.38920539e-05  2.05202174e-04  1.14043604e-04 -5.47235795e-04
  1.22918661e-04  8.61852953e-04  1.06377897e-03  8.69549215e-04
  6.79967407e-04  5.65747933e-04  4.68322867e-04  3.91646893e-04
  4.03961332e-04  4.43439773e-04  4.73568321e-04  5.44040980e-04
  6.32838918e-04  7.63249261e-04  9.61454263e-04  1.14810704e-03
  1.11771110e-03  1.04399949e-03  9.66867390e-04  8.51439492e-04
 -2.97471921e-04 -3.02795222e-04 -2.39766765e-04 -1.28023396e-04
 -3.37183064e-05 -9.16295379e-08]","strain in trailing-edge panels on upper surface at location xu,yu_te with loads P_te"
rotorse.rs.strains.strainL_te,,"[-9.38920539e-05  2.05202174e-04  1.14043604e-04  7.11838781e-05
  8.76814952e-04  1.62654138e-03  1.69985146e-03  1.47889147e-03
  1.32312167e-03  1.15104628e-03  1.01403285e-03  9.39500106e-04
  9.07200744e-04  9.12144595e-04  9.40233322e-04  9.80677680e-04
  1.03885186e-03  1.13909931e-03  1.29759218e-03  1.46204052e-03
  1.40370134e-03  1.30074242e-03  1.21299786e-03  1.11308176e-03
 -2.97471921e-04 -3.02795222e-04 -2.39766765e-04 -1.28023396e-04
 -3.37183064e-05 -9.16295379e-08]","strain in trailing-edge panels on lower surface at location xl,yl_te with loads P_te"
rotorse.rs.strains.axial_root_sparU_load2stress,m**2,[ 0.          0.         -0.06122281 -0.02534449  0.04189129  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper spar cap at blade root
rotorse.rs.strains.axial_root_sparL_load2stress,m**2,[ 0.          0.         -0.06122281  0.02461507 -0.04232799  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower spar cap at blade root
rotorse.rs.strains.axial_maxc_teU_load2stress,m**2,[ 0.          0.         -0.05593237 -0.09537772 -0.01720577  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper trailing edge at blade max chord
rotorse.rs.strains.axial_maxc_teL_load2stress,m**2,[ 0.          0.         -0.05593237 -0.09850733 -0.02857438  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower trailing edge at blade max chord
rotorse.rs.tip_pos.tip_deflection,m,[25.52395052],deflection at tip in yaw x-direction
rotorse.rs.aero_hub_loads.P,W,[55814438.73089353],Rotor aerodynamic power
rotorse.rs.aero_hub_loads.Mb,N/m,[1.00400827e+08],Aerodynamic blade root flapwise moment
rotorse.rs.aero_hub_loads.Fhub,N,[3766960.25554715   20114.12946786   38395.51410333],Aerodynamic forces at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.Mhub,N*m,[71072343.71832335  3055476.60957903 10109928.40708363],Aerodynamic moments at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CP,,[0.26174104],Rotor aerodynamic power coefficient
rotorse.rs.aero_hub_loads.CMb,,[0.07703952],Aerodynamic blade root flapwise moment coefficient
rotorse.rs.aero_hub_loads.CFhub,,[0.34800098 0.00185819 0.00354707],Aerodynamic force coefficients at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CMhub,,[0.0545352  0.00234453 0.00775755],Aerodynamic moment coefficients at hub center in the hub c.s.
rotorse.rs.constr.constr_max_strainU_spar,,"[3.67406288e-01 4.51935684e-01 5.38108705e-01 6.71318366e-01
 8.74332392e-01 9.72270772e-01 9.85724215e-01 9.96376026e-01
 9.87888656e-01 9.23913919e-01 8.67323962e-01 8.70157775e-01
 8.37614360e-01 8.04546664e-01 8.05034048e-01 8.00007303e-01
 7.65490779e-01 7.47829248e-01 7.18731541e-01 6.73395571e-01
 6.43067977e-01 6.33117345e-01 6.35396399e-01 6.35764953e-01
 6.32755133e-01 5.71715446e-01 4.75990084e-01 3.42902369e-01
 1.48154856e-01 2.52025826e-04]",constraint for maximum strain in spar cap suction side
rotorse.rs.constr.constr_max_strainL_spar,,"[3.64441974e-01 4.31710080e-01 5.35340282e-01 7.04468319e-01
 8.55630346e-01 8.61010849e-01 8.53422788e-01 8.73455975e-01
 8.79259310e-01 8.16107471e-01 7.79474822e-01 7.91294931e-01
 7.65595475e-01 7.39193527e-01 7.46775183e-01 7.47600379e-01
 7.20801186e-01 7.08286559e-01 6.85539171e-01 6.47103063e-01
 6.21332037e-01 6.12987979e-01 6.14764273e-01 6.14665228e-01
 6.12555860e-01 5.54154043e-01 4.61887035e-01 3.31671322e-01
 1.41211076e-01 2.51199659e-04]",constraint for maximum strain in spar cap pressure side
rotorse.rs.constr.constr_max_strainU_te,,"[2.34730135e-02 5.13005435e-02 2.85109010e-02 1.36808949e-01
 3.07296653e-02 2.15463238e-01 2.65944743e-01 2.17387304e-01
 1.69991852e-01 1.41436983e-01 1.17080717e-01 9.79117233e-02
 1.00990333e-01 1.10859943e-01 1.18392080e-01 1.36010245e-01
 1.58209729e-01 1.90812315e-01 2.40363566e-01 2.87026759e-01
 2.79427774e-01 2.60999873e-01 2.41716848e-01 2.12859873e-01
 7.43679802e-02 7.56988056e-02 5.99416913e-02 3.20058491e-02
 8.42957660e-03 2.29073845e-05]",constraint for maximum strain in trailing edge suction side
rotorse.rs.constr.constr_max_strainL_te,,"[2.34730135e-02 5.13005435e-02 2.85109010e-02 1.77959695e-02
 2.19203738e-01 4.06635346e-01 4.24962866e-01 3.69722868e-01
 3.30780419e-01 2.87761569e-01 2.53508211e-01 2.34875027e-01
 2.26800186e-01 2.28036149e-01 2.35058331e-01 2.45169420e-01
 2.59712964e-01 2.84774828e-01 3.24398044e-01 3.65510129e-01
 3.50925336e-01 3.25185605e-01 3.03249466e-01 2.78270439e-01
 7.43679802e-02 7.56988056e-02 5.99416913e-02 3.20058491e-02
 8.42957660e-03 2.29073845e-05]",constraint for maximum strain in trailing edge pressure side
rotorse.rs.constr.constr_flap_f_margin,,[-0.11118362 -1.10828167 -2.59129143 -4.78767224 -7.68510072],constraint on flap blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.constr.constr_edge_f_margin,,[ -0.34289318  -1.67314491  -3.93404423  -6.74708843 -11.48894045],constraint on edge blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.brs.d_r,m,[7.8445702],Root fastener circle diameter
rotorse.rs.brs.ratio,,[1.52329146],Ratio of recommended diameter over actual diameter. It can be constrained to be smaller than 1
rotorse.rc.sect_perimeter,m,"[16.33539545 16.21705658 15.07559398 14.04197095 13.43277856 13.27631457
 13.08935977 12.7579364  12.14930093 11.62302796 11.04919819 10.46641633
 10.00885591  9.59148219  9.11591555  8.6885296   8.31248509  7.93061943
  7.56801854  7.2166213   6.85823425  6.50436588  6.16581225  5.83661871
  5.49606333  5.1363139   4.76013912  4.36914256  3.96458692  1.04229115]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[ 0.54411938 10.65976411  6.101567    6.101567    0.16860095  1.64108492
  1.64108492  6.63458816  3.74660215  3.10005482  7.27147697 10.65976411
  0.05271419  1.05569648  0.05271419  0.14060967  2.74728983  0.14060967]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[ 0.54411938  0.          0.          0.          3.45077078 12.20313401
  0.38664772 21.31952822 24.55570842  0.          0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[  671.98743307     0.             0.             0.
  6694.49530593 14887.82348861   750.09658465 41359.88473999
  3192.2420945      0.           328.46929608]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[ 4858.46914107     0.             0.             0.
  9327.29078296 70965.9177641   1676.61949314 88133.58198079
 41499.14722853 90619.6923417   2956.22366469]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[  6073.08642634      0.              0.              0.
   9793.65532211  74514.21365231   1928.11241711 101353.6192779
  49798.97667424  90619.6923417    2956.22366469]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[3144.54651214],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[24.55137073],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[275.33521169],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[8885.37739456],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[15040.12764404],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[360963.084815],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[106238.75799387],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[3682.69312296],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[470884.53593184],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[25446.01733727],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[32255.21217836],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[2370.92487012],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[18184.35072759],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[31871.62739816],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[35744.71124539],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[145872.84375689],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[616757.37968873],Total blade cost (variable and fixed)
drivese.hub_E,Pa,[1.18e+11],
drivese.hub_G,Pa,[4.76e+10],
drivese.hub_rho,kg/m**3,[7200.],
drivese.hub_Xy,Pa,[2.65e+08],
drivese.hub_wohler_exp,,[3.],
drivese.hub_wohler_A,,[3.1e+08],
drivese.hub_mat_cost,USD/kg,[0.5],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[15290000.],
drivese.spinner_mat_cost,USD/kg,[1.87],
drivese.lss_Xt,Pa,[8.14e+08],
drivese.lss_wohler_exp,,[3.],
drivese.lss_wohler_A,,[8.14e+08],
drivese.lss_cost,USD/kg,[0.9],
drivese.hss_E,Pa,[0.],
drivese.hss_G,Pa,[0.],
drivese.hss_rho,kg/m**3,[0.],
drivese.hss_Xy,Pa,[0.],
drivese.hss_Xt,Pa,[0.],
drivese.hss_wohler_exp,,[0.],
drivese.hss_wohler_A,,[0.],
drivese.hss_cost,USD/kg,[0.],
drivese.bedplate_mat_cost,USD/kg,[0.9],
drivese.constr_hub_diameter,m,[0.73466864],
drivese.spinner.spinner_diameter,m,[8.94],
drivese.hub_system_cost,USD,[18380.06781853],
drivese.stage_ratios,,[0. 0. 0.],
drivese.L_gearbox,m,[0.],
drivese.D_gearbox,m,[0.],
drivese.L_lss,m,[3.],
drivese.s_generator,m,[1.225],
drivese.constr_length,m,[1.55112582],
drivese.L_nose,m,[1.3],
drivese.D_bearing1,m,[0.7],
drivese.D_bearing2,m,[0.7],
drivese.constr_access,m,"[[0.1 0. ]
 [0.1 0. ]]",
drivese.constr_ecc,m,[-0.05295225],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[48092.00178654],
drivese.bear1.mb_I,kg*m**2,[62609.77482585 32777.70496764 32777.70496764],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[13479.28387693],
drivese.bear2.mb_I,kg*m**2,[17548.34269728  9186.97441737  9186.97441737],
drivese.lss_rpm,rpm,"[5.         5.131539   5.26307799 5.39461699 5.52615599 5.65769498
 5.78923398 5.92077298 6.05231197 6.18385097 6.31538996 6.44692896
 6.57846796 6.71000695 6.84154595 6.97308495 7.10462394 7.23616294
 7.36770194 7.49924093]",
drivese.hss_rpm,rpm,"[5.         5.131539   5.26307799 5.39461699 5.52615599 5.65769498
 5.78923398 5.92077298 6.05231197 6.18385097 6.31538996 6.44692896
 6.57846796 6.71000695 6.84154595 6.97308495 7.10462394 7.23616294
 7.36770194 7.49924093]",
drivese.generator.B_rymax,T,[1.63478983],
drivese.generator.B_trmax,T,[0.],
drivese.generator.B_tsmax,T,[0.],
drivese.generator.B_g1,T,[0.],
drivese.generator.B_pm1,,[1.14758177],
drivese.generator.N_s,,[115.],
drivese.generator.b_s,m,[0.05075157],
drivese.generator.b_t,m,[0.0808961],
drivese.generator.A_Curcalc,mm**2,[0.],
drivese.generator.A_Cuscalc,mm**2,[534.58358258],
drivese.generator.b_m,,[0.1288363],
drivese.generator.f,,"[ 8.33333333  8.55256499  8.77179665  8.99102832  9.21025998  9.42949164
  9.6487233   9.86795496 10.08718662 10.30641828 10.52564994 10.7448816
 10.96411326 11.18334492 11.40257658 11.62180824 11.84103991 12.06027157
 12.27950323 12.49873489]",
drivese.generator.I_s,A,"[1860.51169656 1679.5863476  1505.25013894 1334.28751785 1163.21269897
  987.43654029  799.4366081   582.6609624   267.32701918  411.03736871
  620.55454271  761.43200603  869.16613465  956.13349631 1028.50105722
 1089.90680253 1142.72430345 1188.60974337 1228.77546061 1264.14127599]",
drivese.generator.R_s,ohm,"[0.03928075 0.03837253 0.0374643  0.03655608 0.03564785 0.03473962
 0.03405846 0.03315023 0.03246906 0.03178789 0.03110672 0.03042555
 0.02997144 0.02929027 0.02883616 0.02815499 0.02770088 0.02724676
 0.02679265 0.02611148]",
drivese.generator.L_s,,[0.01948024],
drivese.generator.J_s,A/m**2,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6.],
drivese.generator.A_1,,"[59958.60193509 52876.41840457 46266.38955015 40017.34664144
 34019.8016525  28143.20895066 22338.20544279 15846.80696255
  7121.17868542 10719.6926197  15837.0218649  19006.7961263
 21372.22402008 22976.36032582 24332.20425114 25175.84397048
 25970.13963362 26570.12037687 27010.18301865 27081.10881469]",
drivese.generator.Losses,W,"[420429.88971997 384268.07083657 354652.01489872 330384.22674236
 310560.20839784 294474.7517301  281782.72557004 271489.5455414
 263573.3463676  273642.69187449 289058.20780787 303062.56365277
 316087.01957258 327820.46982922 338950.27408725 348912.61546238
 358561.98546925 367612.52242329 376129.57731802 383626.45050556]",
drivese.generator.S,,[240.],
drivese.generator.Slot_aspect_ratio,,[7.42725566],
drivese.generator.Slot_aspect_ratio1,,[0.],
drivese.generator.Slot_aspect_ratio2,,[0.],
drivese.generator.J_r,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.generator.L_sm,,[0.],
drivese.generator.Q_r,,[0.],
drivese.generator.R_R,,[0.],
drivese.generator.b_r,,[0.],
drivese.generator.b_tr,,[0.],
drivese.generator.b_trmin,,[0.],
drivese.generator.B_symax,T,[1.63455514],
drivese.generator.tau_p,m,[0.16104538],
drivese.generator.q,N/m**2,[768352.15212278],
drivese.generator.len_ag,m,[0.01025247],
drivese.generator.h_t,m,[0.43194491],
drivese.generator.tau_s,m,[0.13393607],
drivese.generator.J_actual,A/m**2,"[2.46094433 2.22162995 1.99103118 1.76489474 1.53860989 1.30610647
 1.05743436 0.77069991 0.35359999 0.54368918 0.82082267 1.00716474
 1.14966731 1.26470116 1.36042351 1.44164639 1.51150939 1.57220318
 1.62533136 1.67211059]",
drivese.generator.T_e,N*m,[22187153.3217761],
drivese.generator.twist_r,deg,[0.00044356],
drivese.generator.twist_s,deg,[9.05419325e-05],
drivese.generator.Structural_mass_rotor,kg,[66168.75073986],
drivese.generator.Structural_mass_stator,kg,[61098.33578311],
drivese.generator.Mass_tooth_stator,kg,[159099.60833031],
drivese.generator.Mass_yoke_rotor,kg,[20554.89809625],
drivese.generator.Mass_yoke_stator,kg,[18292.21340911],
drivese.generator_cost,USD,[5003334.96944369],
drivese.generator.con_uas,m,[-0.00363448],
drivese.generator.con_zas,m,[0.],
drivese.generator.con_yas,m,[-0.00950523],
drivese.generator.con_bst,m,[0.],
drivese.generator.con_uar,m,[-0.00033433],
drivese.generator.con_yar,m,[-0.01086189],
drivese.generator.con_zar,m,[0.],
drivese.generator.con_br,m,[0.],
drivese.generator.TCr,m**3,[15.52041015],
drivese.generator.TCs,m**3,[9.98993829],
drivese.generator.con_TC2r,m**3,[9.98993829],
drivese.generator.con_TC2s,m**3,[9.98993829],
drivese.generator.con_Bsmax,T,[1.36816703],
drivese.generator.K_rad_L,,[0.2184466],
drivese.generator.K_rad_U,,[0.2184466],
drivese.generator.D_ratio_L,,[0.],
drivese.generator.D_ratio_U,,[0.],
drivese.generator.converter_efficiency,,"[0.98545929 0.98546873 0.98547516 0.9854788  0.98547984 0.98547848
 0.98547486 0.98546915 0.98546147 0.98545196 0.98544073 0.98542788
 0.98541351 0.98539771 0.98538057 0.98536215 0.98534254 0.98532179
 0.98529996 0.98527712]",
drivese.generator.transformer_efficiency,,"[0.99774909 0.99768596 0.9976212  0.99755479 0.99748674 0.99741706
 0.99734573 0.99727277 0.99719816 0.99712192 0.99704404 0.99696452
 0.99688336 0.99680056 0.99671612 0.99663004 0.99654232 0.99645296
 0.99636197 0.99626933]",
drivese.generator_efficiency,,"[0.95681265 0.95903431 0.96083978 0.96230459 0.96348581 0.96442799
 0.965153   0.96572353 0.96614111 0.96542535 0.96437062 0.96340153
 0.96249108 0.96165888 0.96086185 0.96013543 0.95942606 0.95875172
 0.95810838 0.95752662]",
drivese.mean_bearing_mass,kg,[30785.64283173],
drivese.total_bedplate_mass,kg,[48338.89555328],
drivese.above_yaw_mass,kg,[645334.3471879],
drivese.above_yaw_cm,m,[-4.71998931 -0.14643779  4.27507791],
drivese.nacelle_I,kg*m**2,"[ 9910182.39236553 10850405.33813857 10349895.41686234   428105.40513139
  2481331.9431824   -216063.2855852 ]",
drivese.above_yaw_I,kg*m**2,"[9435260.04520972 9797800.68452096 9771099.94019841  446045.28115938
 1957598.48764809 -232312.12910141]",
drivese.above_yaw_I_TT,kg*m**2,"[2.12434170e+07 3.59690706e+07 2.41618901e+07 1.16415322e-10
 1.49793627e+07 1.71688432e+05]",
drivese.rotor_mass,kg,[285690.97589763],
drivese.rna_mass,kg,[959305.24914054],
drivese.rna_cm,m,[-6.57895391 -0.09851018  4.52895251],
drivese.rna_I_TT,kg*m**2,"[3.84250471e+08 2.60274437e+08 2.41629921e+08 7.86163591e+02
 1.45830264e+07 1.70976373e+05]",
drivese.torq_deflection,m,[8.20282997e-05],
drivese.torq_rotation,rad,[0.0001362],
drivese.lss_axial_stress,Pa,"[[16387578.35982477]
 [16358231.08944141]
 [21381028.74382003]
 [22089019.29351594]]",
drivese.lss_shear_stress,Pa,"[[  123993.57512973]
 [ 1090559.69128024]
 [ 7265383.36037323]
 [58090458.3807089 ]]",
drivese.constr_lss_vonmises,,"[[0.05930447]
 [0.05958651]
 [0.08977418]
 [0.372754  ]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_torq,N*m,"[[71072343.71832335]
 [      -0.        ]
 [      -0.        ]]",
drivese.lss_axial_load2stress,m**2,[1.0976203  0.         0.         0.         1.56430446 1.56430446],
drivese.lss_shear_load2stress,m**2,[0.         1.77770979 1.77770979 0.78215223 0.         0.        ],
drivese.mb1_deflection,m,[0.00248362],
drivese.mb2_deflection,m,[0.00186204],
drivese.stator_deflection,m,[0.00177313],
drivese.mb1_rotation,rad,[0.00011087],
drivese.mb2_rotation,rad,[0.00013044],
drivese.stator_rotation,rad,[0.00011079],
drivese.base_F,N,"[[ 3742311.02982008]
 [   20114.12946787]
 [-6929800.78374202]]",
drivese.base_M,N*m,"[[ -1136459.64813826]
 [-12435269.88790403]
 [  9888055.31087311]]",
drivese.bedplate_nose_axial_stress,Pa,"[[14861150.39149849]
 [16498848.95654712]
 [18320490.37855334]
 [20456964.49420407]
 [23081427.31068866]
 [26439675.69018698]
 [30893335.25824201]
 [36954107.63124933]
 [45155274.92843161]
 [55112050.99788414]
 [62929907.26367017]
 [35205681.04419761]
 [35549708.74164058]
 [ 9619918.06961884]
 [ 5243461.28860883]]",
drivese.bedplate_nose_shear_stress,Pa,"[[12011394.21410809]
 [ 9401725.10135116]
 [ 6723775.90897221]
 [ 3862922.84597345]
 [ 6689253.8440769 ]
 [11100834.30958322]
 [16570476.8540132 ]
 [23528802.7312224 ]
 [32317335.69285899]
 [42291672.64987398]
 [49909829.43263979]
 [26346841.04611873]
 [14971007.6419902 ]
 [14207033.09827082]
 [14083919.98891683]]",
drivese.bedplate_nose_bending_stress,Pa,"[[ 6417216.81222259]
 [ 7356126.12711902]
 [ 8468796.48676293]
 [ 9849431.67353513]
 [11626297.10802415]
 [13995521.75895332]
 [17285287.21361016]
 [22060628.93644504]
 [29137688.44550408]
 [38600306.21179386]
 [46724056.82975867]
 [       0.        ]
 [       0.        ]
 [       0.        ]
 [       0.        ]]",
drivese.constr_bedplate_vonmises,,"[[0.08859835]
 [0.07845965]
 [0.07126222]
 [0.06854045]
 [0.08360431]
 [0.10822931]
 [0.14213704]
 [0.1879512 ]
 [0.24822123]
 [0.31887958]
 [0.37388541]
 [0.20855912]
 [0.15922369]
 [0.0956054 ]
 [0.09028747]]",
drivese.constr_mb1_defl,,[0.01270441],
drivese.constr_mb2_defl,,[0.00167235],
drivese.drivetrain_spring_constant,N*m/rad,[5.11409396e+10],
drivese.drivetrain_damping_coefficient,N*m*s/rad,[42678866.62129871],
