variables,units,values,description
blade.fatigue.sparU_sigma_ult,Pa,[1.2852e+09],
blade.fatigue.sparU_wohlerA,Pa,[1.2852e+09],
blade.fatigue.sparU_wohlerexp,,[16.1],
blade.fatigue.sparL_sigma_ult,Pa,[1.2852e+09],
blade.fatigue.sparL_wohlerA,Pa,[1.2852e+09],
blade.fatigue.sparL_wohlerexp,,[16.1],
blade.fatigue.teU_sigma_ult,Pa,[6.4023e+08],
blade.fatigue.teU_wohlerA,Pa,[6.4023e+08],
blade.fatigue.teU_wohlerexp,,[10.],
blade.fatigue.teL_sigma_ult,Pa,[6.4023e+08],
blade.fatigue.teL_wohlerA,Pa,[6.4023e+08],
blade.fatigue.teL_wohlerexp,,[10.],
nacelle.uptilt,rad,[0.10471204],Nacelle uptilt angle. A standard machine has positive values.
nacelle.distance_tt_hub,m,[3.],Vertical distance from tower top plane to hub flange
nacelle.overhang,m,[7.],Horizontal distance from tower top edge to hub flange
nacelle.gearbox_efficiency,,[0.95],Efficiency of the gearbox. Set to 1.0 for direct-drive
nacelle.gear_ratio,,[96.76],Total gear ratio of drivetrain (use 1.0 for direct)
nacelle.distance_hub2mb,m,[2.],Distance from hub flange to first main bearing along shaft
nacelle.distance_mb2mb,m,[1.],Distance from first to second main bearing along shaft
nacelle.L_generator,m,[2.],Generator length along shaft
nacelle.lss_diameter,m,[0.577 0.577],Diameter of low speed shaft
nacelle.lss_wall_thickness,m,[0.288 0.288],Thickness of low speed shaft
nacelle.damping_ratio,,[0.005],Damping ratio for the drivetrain system
nacelle.brake_mass_user,kg,[0.],Override regular regression-based calculation of brake mass with this value
nacelle.hvac_mass_coeff,kg/kW/m,[0.08],Regression-based scaling coefficient on machine rating to get HVAC system mass
nacelle.converter_mass_user,kg,[0.],Override regular regression-based calculation of converter mass with this value
nacelle.transformer_mass_user,kg,[0.],Override regular regression-based calculation of transformer mass with this value
nacelle.hss_length,m,[1.5],Length of high speed shaft
nacelle.hss_diameter,m,[0.288 0.288],Diameter of high speed shaft
nacelle.hss_wall_thickness,m,[0.144 0.144],Wall thickness of high speed shaft
nacelle.bedplate_flange_width,m,[1.],Bedplate I-beam flange width
nacelle.bedplate_flange_thickness,m,[0.05],Bedplate I-beam flange thickness
nacelle.bedplate_web_thickness,m,[0.05],Bedplate I-beam web thickness
nacelle.mb1Type,Unavailable,CARB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.mb2Type,Unavailable,SRB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.uptower,Unavailable,True,If power electronics are located uptower (True) or at tower base (False)
nacelle.lss_material,Unavailable,steel,Material name identifier for the low speed shaft
nacelle.hss_material,Unavailable,steel,Material name identifier for the high speed shaft
nacelle.bedplate_material,Unavailable,steel,Material name identifier for the bedplate
nacelle.gear_configuration,Unavailable,eep,3-letter string of Es or Ps to denote epicyclic or parallel gear configuration
nacelle.planet_numbers,Unavailable,"[3, 3, 1]",Number of planets for epicyclic stages (use 0 for parallel)
generator.generator_radius_user,m,[0.],
generator.generator_mass_user,kg,[0.],
generator.generator_efficiency_user,,"[[0.         0.95      ]
 [0.05263158 0.95      ]
 [0.10526316 0.95      ]
 [0.15789474 0.95      ]
 [0.21052632 0.95      ]
 [0.26315789 0.95      ]
 [0.31578947 0.95      ]
 [0.36842105 0.95      ]
 [0.42105263 0.95      ]
 [0.47368421 0.95      ]
 [0.52631579 0.95      ]
 [0.57894737 0.95      ]
 [0.63157895 0.95      ]
 [0.68421053 0.95      ]
 [0.73684211 0.95      ]
 [0.78947368 0.95      ]
 [0.84210526 0.95      ]
 [0.89473684 0.95      ]
 [0.94736842 0.95      ]
 [1.         0.95      ]]",
tower.ref_axis,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
tower.diameter,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",1D array of the outer diameter values defined along the tower axis.
tower.cd,,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],1D array of the drag coefficients defined along the tower height.
tower.layer_thickness,m,"[[0.06515525 0.05866464 0.05197538 0.04607753 0.04094533 0.03582223
  0.03074005 0.02575014 0.02129438 0.01803766 0.01803766]]","2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
tower.outfitting_factor,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
tower.layer_name,Unavailable,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
tower.layer_mat,Unavailable,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
env.rho_air,kg/m**3,[1.225],Density of air
env.mu_air,kg/m/s,[1.81e-05],Dynamic viscosity of air
env.shear_exp,,[0.2],Shear exponent of the wind.
env.speed_sound_air,m/s,[340.],Speed of sound in air.
env.weibull_k,,[2.],Shape parameter of the Weibull probability density function of the wind.
env.rho_water,kg/m**3,[1025.],Density of ocean water
env.mu_water,kg/m/s,[0.0013351],Dynamic viscosity of ocean water
env.water_depth,m,[0.],Water depth for analysis.  Values > 0 mean offshore
env.Hsig_wave,m,[0.],Significant wave height
env.Tsig_wave,s,[0.],Significant wave period
env.G_soil,N/m**2,[1.4e+08],Shear stress of soil
env.nu_soil,,[0.4],Poisson ratio of soil
bos.plant_turbine_spacing,,[7.],Distance between turbines in rotor diameters
bos.plant_row_spacing,,[7.],Distance between turbine rows in rotor diameters
bos.commissioning_pct,,[0.01],
bos.decommissioning_pct,,[0.15],
bos.distance_to_substation,km,[50.],
bos.distance_to_interconnection,km,[8.],
bos.interconnect_voltage,kV,[130.],
costs.offset_tcc_per_kW,USD/kW,[0.],Offset to turbine capital cost
costs.bos_per_kW,USD/kW,[446.],Balance of station/plant capital cost
costs.opex_per_kW,USD/kW/year,[43.],Average annual operational expenditures of the turbine
costs.wake_loss_factor,,[0.15],The losses in AEP due to waked conditions
costs.fixed_charge_rate,,[0.065],Fixed charge rate for coe calculation
costs.labor_rate,USD/h,[58.8],
costs.painting_rate,USD/m**2,[30.],
costs.blade_mass_cost_coeff,USD/kg,[14.6],
costs.hub_mass_cost_coeff,USD/kg,[3.9],
costs.pitch_system_mass_cost_coeff,USD/kg,[22.1],
costs.spinner_mass_cost_coeff,USD/kg,[11.1],
costs.lss_mass_cost_coeff,USD/kg,[11.9],
costs.bearing_mass_cost_coeff,USD/kg,[4.5],
costs.gearbox_mass_cost_coeff,USD/kg,[12.9],
costs.hss_mass_cost_coeff,USD/kg,[6.8],
costs.generator_mass_cost_coeff,USD/kg,[12.4],
costs.bedplate_mass_cost_coeff,USD/kg,[2.9],
costs.yaw_mass_cost_coeff,USD/kg,[8.3],
costs.converter_mass_cost_coeff,USD/kg,[18.8],
costs.transformer_mass_cost_coeff,USD/kg,[18.8],
costs.hvac_mass_cost_coeff,USD/kg,[124.],
costs.cover_mass_cost_coeff,USD/kg,[5.7],
costs.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
costs.platforms_mass_cost_coeff,USD/kg,[17.1],
costs.tower_mass_cost_coeff,USD/kg,[2.9],
costs.controls_machine_rating_cost_coeff,USD/kW,[21.15],
costs.crane_cost,USD,[12000.],
costs.electricity_price,USD/kW/h,[0.04],
costs.reserve_margin_price,USD/kW/year,[120.],
costs.capacity_credit,,[0.],
costs.benchmark_price,USD/kW/h,[0.071],
costs.turbine_number,Unavailable,120,Number of turbines at plant
high_level_tower_props.tower_ref_axis,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.hub_height,m,[140.],"Height of the hub in the global reference system, i.e. distance rotor center to ground."
af_3d.cl_corrected,,"[[[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  ...

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.00226138]
   [ 0.00200259]
   [ 0.00192094]
   [ 0.0019311 ]
   [ 0.0018934 ]]

  [[ 0.00452276]
   [ 0.00400518]
   [ 0.00384188]
   [ 0.00386219]
   [ 0.00378681]]

  ...

  [[-0.00452276]
   [-0.00400518]
   [-0.00384188]
   [-0.00386219]
   [-0.00378681]]

  [[-0.00226138]
   [-0.00200259]
   [-0.00192094]
   [-0.0019311 ]
   [-0.0018934 ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.02249114]
   [ 0.02048307]
   [ 0.01985525]
   [ 0.0199332 ]
   [ 0.01964406]]

  [[ 0.04498229]
   [ 0.04096614]
   [ 0.03971049]
   [ 0.03986639]
   [ 0.03928813]]

  ...

  [[-0.04498229]
   [-0.04096614]
   [-0.03971049]
   [-0.03986639]
   [-0.03928813]]

  [[-0.02249114]
   [-0.02048307]
   [-0.01985525]
   [-0.0199332 ]
   [-0.01964406]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 ...


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.18189122]
   [ 0.18610647]
   [ 0.1874376 ]
   [ 0.194393  ]
   [ 0.19801159]]

  [[ 0.36378244]
   [ 0.37221294]
   [ 0.37487521]
   [ 0.388786  ]
   [ 0.39602318]]

  ...

  [[-0.36378244]
   [-0.37221294]
   [-0.37487521]
   [-0.388786  ]
   [-0.39602318]]

  [[-0.18189122]
   [-0.18610647]
   [-0.1874376 ]
   [-0.194393  ]
   [-0.19801159]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.19131361]
   [ 0.19659804]
   [ 0.19826681]
   [ 0.20486359]
   [ 0.20847081]]

  [[ 0.38262721]
   [ 0.39319608]
   [ 0.39653362]
   [ 0.40972718]
   [ 0.41694162]]

  ...

  [[-0.38262721]
   [-0.39319608]
   [-0.39653362]
   [-0.40972718]
   [-0.41694162]]

  [[-0.19131361]
   [-0.19659804]
   [-0.19826681]
   [-0.20486359]
   [-0.20847081]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.20244966]
   [ 0.20926705]
   [ 0.21141991]
   [ 0.21738108]
   [ 0.22104327]]

  [[ 0.40489932]
   [ 0.41853411]
   [ 0.42283983]
   [ 0.43476216]
   [ 0.44208654]]

  ...

  [[-0.40489932]
   [-0.41853411]
   [-0.42283983]
   [-0.43476216]
   [-0.44208654]]

  [[-0.20244966]
   [-0.20926705]
   [-0.21141991]
   [-0.21738108]
   [-0.22104327]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]]",Lift coefficient corrected with CCBlade.Polar.
af_3d.cd_corrected,,"[[[[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  ...

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]]


 [[[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  ...

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]]


 [[[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  ...

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]]


 ...


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]]",Drag coefficient corrected with CCBlade.Polar.
af_3d.cm_corrected,,"[[[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  ...

  [[-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 3.77966092e-03]
   [ 3.77966092e-03]
   [ 3.77966092e-03]
   [ 3.77966092e-03]
   [ 3.77966092e-03]]

  [[ 7.55932184e-03]
   [ 7.55932184e-03]
   [ 7.55932184e-03]
   [ 7.55932184e-03]
   [ 7.55932184e-03]]

  ...

  [[-9.13529113e-03]
   [-9.13529113e-03]
   [-9.13529113e-03]
   [-9.13529113e-03]
   [-9.13529113e-03]]

  [[-4.56764557e-03]
   [-4.56764557e-03]
   [-4.56764557e-03]
   [-4.56764557e-03]
   [-4.56764557e-03]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 3.51557992e-02]
   [ 3.51557992e-02]
   [ 3.51557992e-02]
   [ 3.51557992e-02]
   [ 3.51557992e-02]]

  [[ 7.03115984e-02]
   [ 7.03115984e-02]
   [ 7.03115984e-02]
   [ 7.03115984e-02]
   [ 7.03115984e-02]]

  ...

  [[-8.49630101e-02]
   [-8.49630101e-02]
   [-8.49630101e-02]
   [-8.49630101e-02]
   [-8.49630101e-02]]

  [[-4.24815051e-02]
   [-4.24815051e-02]
   [-4.24815051e-02]
   [-4.24815051e-02]
   [-4.24815051e-02]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 ...


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]]

  [[ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]]

  ...

  [[-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]]

  [[-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]]

  [[ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]]

  ...

  [[-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]]

  [[-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]]

  [[ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]]

  ...

  [[-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]]

  [[-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]]",Moment coefficient corrected with CCblade.Polar.
tower_grid.s,,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],"1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,m,[137.],Scalar of the tower height computed along the z axis.
tower_grid.length,m,[137.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,m,[0.],Foundation height in respect to the ground level.
rotorse.ccblade.CP,,[0.45236813],Rotor power coefficient
rotorse.ccblade.CM,,[0.16664074],Blade flapwise moment coefficient
rotorse.ccblade.local_airfoil_velocities,m/s,"[ 8.35405669  9.70824972 11.6992575  14.10574904 16.78604685 19.62063018
 22.51725175 25.4041032  28.35810989 31.37058591 34.41467175 37.47394288
 40.55191286 43.64265915 46.7316165  49.8284352  52.92945282 56.03587443
 59.14799103 62.2639292  65.38000652 68.49677325 71.60744281 74.72290964
 77.84158672 80.96381644 84.08582216 87.20519557 90.3173414  92.50653262]",Local relative velocities for the airfoils
rotorse.ccblade.P,W,[0.],Rotor aerodynamic power
rotorse.ccblade.T,N*m,[0.],Rotor aerodynamic thrust
rotorse.ccblade.Q,N*m,[0.],Rotor aerodynamic torque
rotorse.ccblade.M,N*m,[0.],Blade root flapwise moment
rotorse.ccblade.a,,"[0.1072547  0.05356315 0.06810033 0.08336057 0.12692049 0.15238376
 0.14010276 0.24246317 0.29035174 0.30106799 0.30810429 0.31020669
 0.30844116 0.30106278 0.30157791 0.30384731 0.30535987 0.30196573
 0.2937073  0.28509954 0.27554945 0.26887346 0.26937836 0.26954381
 0.26782928 0.25510267 0.24053877 0.23126795 0.23836436 0.28831311]",Axial induction  along blade span
rotorse.ccblade.ap,,"[-0.1072547  -0.04694767  0.00409793  0.01289603  0.026622    0.02698024
  0.0190245   0.02370118  0.02133417  0.01769819  0.01497221  0.01262626
  0.01077256  0.00920626  0.00804773  0.00714893  0.00637835  0.00566488
  0.0050296   0.00448573  0.00400818  0.00361936  0.00331137  0.00306964
  0.00286743  0.0025796   0.00229798  0.0020775   0.00196593  0.00207411]",Tangential induction along blade span
rotorse.ccblade.alpha,deg,"[47.93351022 38.05685905 25.77561801 18.46552523 12.98159628 10.54781745
 10.79598514  8.98104058  7.96896267  6.68628206  5.59865947  4.74976975
  4.07507435  3.62791263  3.44922273  3.49456419  3.62775185  3.73944761
  3.85658885  3.99983097  4.24038482  4.56280285  5.11743242  5.86091315
  6.64132789  7.36085893  7.9824213   8.52688887  8.92078415  9.04386673]",Angles of attack along blade span
rotorse.ccblade.cl,,"[-1.77840155e-18  3.08674170e-02  4.71452087e-01  6.38654458e-01
  9.26871552e-01  9.81388328e-01  8.19874482e-01  1.12816843e+00
  1.15241957e+00  1.08046604e+00  1.01187191e+00  9.54629739e-01
  9.01287189e-01  8.65173944e-01  8.49657613e-01  8.55047983e-01
  8.65709684e-01  8.73663631e-01  8.80013907e-01  8.92524705e-01
  9.10313987e-01  9.41543149e-01  9.98747411e-01  1.06974204e+00
  1.15413743e+00  1.22509516e+00  1.29899440e+00  1.38728169e+00
  1.47070138e+00  1.53735549e+00]",Lift coefficients along blade span
rotorse.ccblade.cd,,"[0.5        0.49922145 0.38984774 0.26380089 0.12353975 0.04732347
 0.03143767 0.01717477 0.01309991 0.01239101 0.01028276 0.01025086
 0.0095109  0.0090205  0.00887439 0.00848692 0.00838235 0.00853541
 0.00841743 0.00831173 0.00828117 0.00827923 0.00906633 0.00905528
 0.00829992 0.00881435 0.00986279 0.01099628 0.01241657 0.01437382]",Drag coefficients along blade span
rotorse.ccblade.cl_n_opt,,"[-1.77840155e-18  3.08674170e-02  4.71452087e-01  6.38654458e-01
  9.26871552e-01  9.81388328e-01  8.19874482e-01  1.12816843e+00
  1.15241957e+00  1.08046604e+00  1.01187191e+00  9.54629739e-01
  9.01287189e-01  8.65173944e-01  8.49657613e-01  8.55047983e-01
  8.65709684e-01  8.73663631e-01  8.80013907e-01  8.92524705e-01
  9.10313987e-01  9.41543149e-01  9.98747411e-01  1.06974204e+00
  1.15413743e+00  1.22509516e+00  1.29899440e+00  1.38728169e+00
  1.47070138e+00  1.53735549e+00]",Lift coefficients along blade span
rotorse.ccblade.cd_n_opt,,"[0.5        0.49922145 0.38984774 0.26380089 0.12353975 0.04732347
 0.03143767 0.01717477 0.01309991 0.01239101 0.01028276 0.01025086
 0.0095109  0.0090205  0.00887439 0.00848692 0.00838235 0.00853541
 0.00841743 0.00831173 0.00828117 0.00827923 0.00906633 0.00905528
 0.00829992 0.00881435 0.00986279 0.01099628 0.01241657 0.01437382]",Drag coefficients along blade span
rotorse.ccblade.Px_b,N/m,"[  96.92233374  126.69850521  266.20966497  437.67098441  805.68133746
 1141.87664296 1257.54520466 2215.8712065  2826.28614482 3238.9727547
 3643.09624751 4024.56327397 4383.29703724 4695.48029478 5076.09368106
 5479.26695852 5881.37761072 6232.17992704 6517.32490821 6782.70160076
 7015.86239491 7272.44033094 7634.5863499  7969.23116213 8217.61522064
 8118.45055958 7736.56408297 7065.1409384  5911.81828866 4113.14703436]",Distributed loads in blade-aligned x-direction
rotorse.ccblade.Py_b,N/m,"[  39.28620756   72.30321828  -15.93576489  -90.43855971 -282.84330403
 -406.09181882 -399.65929122 -578.15412334 -621.94020248 -631.76418408
 -644.21963058 -648.30066713 -654.31577264 -658.77758484 -663.74452725
 -671.65958924 -677.90417847 -680.99007864 -684.11108027 -686.52195015
 -687.24743994 -688.60416791 -688.21431908 -692.52055164 -697.35065507
 -674.87905431 -629.32018508 -558.98657209 -443.6533976  -275.31171376]",Distributed loads in blade-aligned y-direction
rotorse.ccblade.Pz_b,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in blade-aligned z-direction
rotorse.ccblade.Px_af,N/m,"[  77.63813468   96.8424565   258.97477246  445.84056575  850.11188075
 1200.76159905 1304.68895134 2267.15772495 2870.33749434 3281.75646601
 3685.44664499 4065.8359447  4423.73689494 4734.83742838 5112.9694941
 5513.08391419 5911.80414587 6259.62370307 6542.20870044 6804.8848374
 7034.59573835 7286.6453326  7640.87984654 7964.07899405 8198.45652832
 8086.61769292 7694.87061494 7016.98938002 5864.28204832 4076.98313507]",Distributed loads in airfoil x-direction
