variables,units,values,description
rotorse.rs.bjs.layer_start_nd_bjs,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.16613836 0.16946286 0.16968068 0.23759495 0.2439899  0.25193115
  0.25766523 0.26174662 0.2633434  0.26210837 0.26061866 0.2616315
  0.26295985 0.26995749 0.2725209  0.27588271 0.27838647 0.27891556
  0.27802616 0.2750634  0.11488771 0.26207131 0.25166728 0.23859669
  0.22787547 0.21289915 0.19074836 0.15633559 0.10381686 0.08009451]
 [0.66614777 0.6700002  0.67712123 0.62072086 0.62727502 0.63245959
  0.63926867 0.64574535 0.64977998 0.65171232 0.65333451 0.65155042
  0.64924268 0.63950434 0.63444037 0.62711273 0.61986479 0.61356165
  0.60742732 0.60199085 0.56870664 0.59311662 0.58936694 0.58623052
  0.58444769 0.58188815 0.57826958 0.57270573 0.57374879 0.59684729]
 [0.19443411 0.19789619 0.1995814  0.20542464 0.21272282 0.2220171
  0.22991051 0.23619816 0.24018571 0.24176774 0.24321802 0.24714692
  0.25147187 0.26147185 0.26715623 0.27388979 0.28019577 0.28503635
  0.289098   0.2692474  0.17998096 0.26666678 0.29305679 0.29210644
  0.29106461 0.28898449 0.28527264 0.2791944  0.26861133 0.24523263]
 [0.69444351 0.69843353 0.70702196 0.71607859 0.72704187 0.73490281
  0.74127057 0.74679934 0.74912851 0.748806   0.74793476 0.74442439
  0.74042431 0.73076654 0.7260795  0.72058973 0.71546943 0.71150765
  0.70813245 0.68336649 0.59239443 0.67870736 0.70762202 0.70993719
  0.71208585 0.71470344 0.71851623 0.72434806 0.73434916 0.75672069]
 [0.48905595 0.48893839 0.48796411 0.48706864 0.48668455 0.48576547
  0.48502104 0.48531088 0.48564258 0.4857924  0.48611936 0.48627169
  0.48627317 0.48579129 0.48506303 0.48383156 0.48238805 0.48077685
  0.47894774 0.47684624 0.47440327 0.47152324 0.46807164 0.4638829
  0.45854522 0.4511866  0.44595877 0.44467843 0.44324233 0.44179699]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.95925412 0.95895293 0.9565692  0.95388656 0.95056337 0.94780072
  0.9455854  0.94397287 0.94256868 0.94189525 0.94165198 0.94093289
  0.94012219 0.93775085 0.9348865  0.93047603 0.92519004 0.92487708
  0.92502404 0.92507998 0.92500469 0.92485823 0.92470421 0.92478851
  0.93005609 0.93027525 0.93045139 0.93065362 0.93081265 0.93112403]
 [0.04074588 0.04104707 0.0434308  0.04611344 0.04943663 0.05219928
  0.0544146  0.05602713 0.05743132 0.05810475 0.05834802 0.05906711
  0.05987781 0.06224915 0.0651135  0.06952397 0.07480996 0.07512292
  0.07497596 0.07492002 0.07499531 0.07514177 0.07529579 0.07521149
  0.06994391 0.06972475 0.06954861 0.06934638 0.06918735 0.06887597]
 [0.22272986 0.22632952 0.22948212 0.30080193 0.31138242 0.32272784
  0.33028459 0.33580147 0.33842316 0.33783338 0.33690305 0.33920465
  0.34192828 0.35209392 0.35827412 0.36697208 0.37551861 0.38277512
  0.38964944 0.39578046 0.43048575 0.40631466 0.41134025 0.41753853
  0.41993132 0.42260813 0.42604197 0.43129105 0.43340579 0.41037074]
 [0.51094271 0.51093158 0.51109232 0.51151394 0.51274861 0.51314609
  0.51310658 0.51395159 0.51467968 0.51507905 0.51562235 0.51627311
  0.5168142  0.51755755 0.51822809 0.51906037 0.51995391 0.52094453
  0.52211804 0.52353357 0.52524364 0.52730935 0.52982516 0.53308866
  0.53739617 0.54310325 0.54601304 0.54471542 0.54334969 0.54177825]
 [0.72273926 0.72686687 0.73692268 0.68392783 0.69466754 0.70325628
  0.71188804 0.71980021 0.72485974 0.72743733 0.7296189  0.72912358
  0.72821111 0.72164078 0.72019359 0.71820211 0.71699693 0.71742121
  0.7190506  0.72270791 0.88430468 0.73735997 0.74903991 0.76192904
  0.77438828 0.79040881 0.81299166 0.84716618 0.89494952 0.91659409]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.05       0.05       0.05
  0.05       0.05       0.05       0.05       0.05       0.05
  0.05       0.05       0.04       0.05       0.05       0.05      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.bjs.layer_width_bjs,m,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.8        0.8        0.8        0.8        0.8        0.8
  0.8        0.8        0.8        0.8        0.8        0.8
  0.8        0.8        0.8        0.8        0.8        0.8
  0.8        0.8        1.91714494 0.8        0.8        0.8
  0.7536     0.7059     0.6587     0.611      0.5383     0.3419    ]
 [0.8        0.8        0.8        0.8        0.8        0.8
  0.8        0.8        0.8        0.8        0.8        0.8
  0.8        0.8        0.8        0.8        0.8        0.8
  0.8        0.8        1.91714494 0.8        0.8        0.7855
  0.7453     0.7019     0.6571     0.6099     0.5246     0.331     ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.3        1.37692308 0.3        0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.3        1.37692308 0.3        0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.3094     0.3094     0.3094     0.3094     0.3094     0.3094
  0.3094     0.3094     0.3094     0.3094     0.3094     0.3094
  0.3094     0.3094     0.3094     0.3094     0.3094     0.3094
  0.3094     0.3094     0.3094     0.3094     0.3094     0.3094
  0.3094     0.3094     0.2801     0.2223     0.1635     0.1035    ]
 [0.576      0.57745    0.581      0.58365    0.58685    0.58985
  0.59945    0.60525    0.61195    0.61385    0.6119     0.60915
  0.6066     0.6063     0.60745    0.6106     0.61615    0.57865
  0.53735    0.4965     0.4564     0.41675    0.37725    0.33625
  0.27445    0.2347     0.1947     0.1541     0.113      0.0713    ]
 [0.576      0.57745    0.581      0.58365    0.58685    0.58985
  0.59945    0.60525    0.61195    0.61385    0.6119     0.60915
  0.6066     0.6063     0.60745    0.6106     0.61615    0.57865
  0.53735    0.4965     0.4564     0.41675    0.37725    0.33625
  0.27445    0.2347     0.1947     0.1541     0.113      0.0713    ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the width of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.bjs.layer_offset_y_bjs,m,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.         -0.8        -0.768      -0.736
  -0.704      -0.672      -0.64       -0.608      -0.576      -0.544
  -0.512      -0.48       -0.448      -0.416      -0.384      -0.352
  -0.32       -0.288       0.12470053 -0.224      -0.192      -0.16
  -0.128      -0.096      -0.064      -0.032       0.          0.        ]
 [ 0.          0.          0.         -0.8        -0.768      -0.736
  -0.704      -0.672      -0.64       -0.608      -0.576      -0.544
  -0.512      -0.48       -0.448      -0.416      -0.384      -0.352
  -0.32       -0.288       0.12470053 -0.224      -0.192      -0.16
  -0.128      -0.096      -0.064      -0.032       0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]]","2D array of the offset along the y axis to set the position of a layer. Positive values move the layer towards the trailing edge, negative values towards the leading edge. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.bjs.blade_mass,kg,[48122.77993181],blade mass
rotorse.rs.bjs.joint_material_cost,USD,[1733.01738907],"cost of joint metallic parts (bolts, washers, and inserts)"
rotorse.rc.sect_perimeter,m,"[14.13639991 14.067995   13.37760306 12.65683147 11.87075318 11.29996378
 11.01634508 10.8028031  10.65533525 10.56454047 10.48707403 10.31284639
 10.13063124  9.73989212  9.32909514  8.78258257  8.23620319  7.70270953
  7.16696369  6.62706686  6.08571424  5.54618293  5.01024056  4.47072636
  3.92385851  3.36609329  2.79948094  2.22217811  1.63324664  1.03519409]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[0.81891144 8.13293032 1.23050801 1.22929895 0.18579106 0.18579106
 0.37026266 1.13119736 1.13119736 4.81574411 2.1417609  2.41251613
 9.19598583 7.91665492 0.0599546  0.74670498 0.06241388 0.13958536
 1.96811245 0.14822641]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[ 0.81891144  0.          2.63265739  2.45980695  0.41018025 16.42116737
 21.2808244   0.          0.          0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[ 1011.3556244    287.68539546  5107.35534292  3935.69112589
   795.74967534 31857.06469064  2766.50717252     0.
     0.             0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[ 7312.10116445  2079.96540917  7115.9641225  61551.18175419
  1778.66350101 67884.06786504 35964.59324274 38102.87083611
     0.             0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[ 9140.12645556  2079.96540917  7471.76232863 64628.7408419
  2045.46302616 78066.67804479 43157.51189129 38102.87083611
     0.             0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[2239.98866551],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[226.6999598],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[7659.722499],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[12294.38481948],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[284980.24354117],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[75689.06985167],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[2304.60140193],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[362973.91479478],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[14886.85327522],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[22119.9711624],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[1430.36806139],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[11210.37836974],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[22706.7209555],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[23251.50225851],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[95605.79408276],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[458579.70887754],Total blade cost (variable and fixed)
rotorse.rc.joint_cost,USD,[20333.01738907],Total blade joint cost
drivese.hub_E,Pa,[2.e+11],
drivese.hub_G,Pa,[7.93e+10],
drivese.hub_rho,kg/m**3,[7800.],
drivese.hub_Xy,Pa,[3.45e+08],
drivese.hub_wohler_exp,,[3.],
drivese.hub_wohler_A,,[4.5e+08],
drivese.hub_mat_cost,USD/kg,[0.7],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[46210000.],
drivese.spinner_mat_cost,USD/kg,[3.],
drivese.lss_Xt,Pa,[4.5e+08],
drivese.lss_wohler_exp,,[3.],
drivese.lss_wohler_A,,[4.5e+08],
drivese.lss_cost,USD/kg,[0.7],
drivese.hss_Xt,Pa,[4.5e+08],
drivese.hss_wohler_exp,,[3.],
drivese.hss_wohler_A,,[4.5e+08],
drivese.hss_cost,USD/kg,[0.7],
drivese.bedplate_mat_cost,USD/kg,[0.7],
drivese.constr_hub_diameter,m,[-0.23538291],
drivese.spinner.spinner_diameter,m,[7.5],
drivese.hub_system_cost,USD,[12440.57667187],
drivese.stage_ratios,,[3.39701589 3.21947225 8.84735695],
drivese.D_gearbox,m,[2.3175],
drivese.L_lss,m,[3.1],
drivese.constr_length,m,[2.24071509],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[1480.55356999],
drivese.bear1.mb_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[1349.62411874],
drivese.bear2.mb_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.hss_rpm,rpm,"[  9.676       49.36699353  89.05798705 128.74898058 168.4399741
 208.13096763 247.82196115 287.51295468 327.2039482  366.89494173
 406.58593525 446.27692878 485.9679223  525.65891583 565.34990935
 605.04090288 644.73189641 684.42288993 724.11388346 763.80487698]",
drivese.generator_efficiency,,"[0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95]",
drivese.mean_bearing_mass,kg,[1415.08884437],
drivese.total_bedplate_mass,kg,[25251.78089931],
drivese.above_yaw_mass,kg,[204843.39560983],
drivese.above_yaw_cm,m,[ 0.14299864 -0.15336237  1.242672  ],
drivese.nacelle_I,kg*m**2,"[ 947943.13429266 1372253.00967567 1972210.69822966   -4163.16649666
  -28785.52140594   12358.27179328]",
drivese.above_yaw_I,kg*m**2,"[ 924411.45095929 1348767.42756677 1971550.73752851   -4492.34076819
  -26118.27231612    9497.71556013]",
drivese.above_yaw_I_TT,kg*m**2,"[1245555.44526156 1669282.26452576 1980557.42067342       0.
  -62519.02675303   48536.59100423]",
drivese.rotor_mass,kg,[178310.0942818],
drivese.rna_mass,kg,[400872.27593499],
drivese.rna_cm,m,[-5.16768758 -0.07836728  1.95895486],
drivese.rna_I_TT,kg*m**2,"[ 1.85417875e+08  1.19835689e+08  1.19571659e+08 -2.84733050e+01
 -3.34748157e+06  4.82891552e+04]",
drivese.torq_deflection,m,[0.00402186],
drivese.torq_rotation,rad,[3.11847624e-06],
drivese.lss_axial_stress,Pa,"[[3.87379795e+06]
 [4.52857163e+08]
 [4.33147367e+08]
 [4.72948457e+08]]",
drivese.lss_shear_stress,Pa,"[[1.00462419e+09]
 [1.00552094e+09]
 [1.00560650e+09]
 [1.00165264e+09]]",
drivese.constr_lss_vonmises,,"[[8.85163219]
 [9.15411456]
 [9.13013037]
 [9.14747984]]",
drivese.lss_axial_load2stress,m**2,[ 3.82436907  0.          0.          0.         53.02402191 53.02402191],
drivese.lss_shear_load2stress,m**2,[ 0.          4.29987073  4.29987073 26.51201095  0.          0.        ],
drivese.hss_axial_stress,Pa,"[[7.28991960e+05]
 [2.07215789e-02]]",
drivese.hss_shear_stress,Pa,"[[85888926.67159538]
 [83008172.4689883 ]]",
drivese.hss_bending_stress,Pa,"[[0.]
 [0.]]",
drivese.constr_hss_vonmises,,"[[0.75676501]
 [0.73137398]]",
drivese.mb1_deflection,m,[0.00025229],
drivese.mb2_deflection,m,[7.47102607e-05],
drivese.bedplate_deflection,m,[0.0007661],
drivese.mb1_rotation,rad,[0.00025934],
drivese.mb2_rotation,rad,[0.00027627],
drivese.bedplate_rotation,rad,[0.00025827],
drivese.base_F,N,"[[ 2014771.51999126]
 [   53584.62985781]
 [-2291778.64245519]]",
drivese.base_M,N*m,"[[15594096.39748254]
 [ 6934796.57564757]
 [ 1671178.28093356]]",
drivese.bedplate_axial_stress,Pa,"[[6.83569630e+04]
 [1.18076421e+06]
 [4.91965167e+05]
 [1.84872404e+06]
 [3.91267427e+06]
 [4.07821203e+07]
 [3.97580688e+07]
 [8.89993949e+06]
 [6.30368408e+06]
 [6.83598448e+04]
 [1.98173138e+00]
 [6.83555118e+04]
 [4.35830180e+05]
 [1.54089624e+06]
 [2.89765392e+06]
 [5.64115628e+06]
 [5.01137258e+07]
 [5.04366681e+07]
 [8.74274620e+06]
 [6.25128417e+06]
 [6.83585656e+04]
 [1.30008323e+00]]",
drivese.bedplate_shear_stress,Pa,"[[3.23374853e+05]
 [6.86251984e+05]
 [9.27547051e+05]
 [1.17007566e+06]
 [1.57248344e+06]
 [1.57848016e+07]
 [1.57496385e+07]
 [1.28625006e+07]
 [1.27008102e+07]
 [3.23380795e+05]
 [1.09113182e+01]
 [3.23367980e+05]
 [7.30233576e+06]
 [7.54389555e+06]
 [7.78641425e+06]
 [8.18821985e+06]
 [1.07639276e+07]
 [1.07287733e+07]
 [1.28624887e+07]
 [1.27008119e+07]
 [3.23386239e+05]
 [1.40654150e+01]]",
drivese.bedplate_bending_stress,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
drivese.constr_bedplate_vonmises,,"[[2.87035352e-03]
 [8.52278461e-03]
 [8.54708660e-03]
 [1.39544144e-02]
 [2.42510388e-02]
 [2.49761858e-01]
 [2.45276637e-01]
 [1.22038269e-01]
 [1.16408881e-01]
 [2.87040727e-03]
 [9.66652728e-08]
 [2.87029252e-03]
 [6.43780969e-02]
 [6.69288535e-02]
 [7.01707142e-02]
 [7.76429353e-02]
 [2.71996284e-01]
 [2.73429342e-01]
 [1.21743789e-01]
 [1.16335751e-01]
 [2.87045409e-03]
 [1.24104842e-07]]",
drivese.constr_mb1_defl,,[0.02971866],
drivese.constr_mb2_defl,,[0.00354198],
drivese.drivetrain_spring_constant,N*m/rad,[2.78133415e+08],
drivese.drivetrain_damping_coefficient,N*m*s/rad,[2259745.15836213],
towerse.height_constraint,m,[3.],
towerse.transition_piece_height,m,[0.],
towerse.z_start,m,[0.],
towerse.tower_section_height,m,[13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7],
towerse.member.sigma_ult,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.wohler_exp,,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.],
towerse.member.wohler_A,,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.ballast_density,kg/m**3,[],
towerse.member.ballast_unit_cost,USD/kg,[],
towerse.z_param,m,[  0.   13.7  27.4  41.1  54.8  68.5  82.2  95.9 109.6 123.3 137. ],
towerse.member.sec_loc,,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]",normalized sectional location
towerse.member.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,kg/m,"[9639.07703025 8622.61477518 7649.74157786 6795.5079111  5999.84470102
 5206.69361172 4422.55525651 3685.97686814 3055.5302826  2692.2359476 ]",sectional mass per unit length
towerse.member.foreaft_iner,kg*m,"[42489.95080603 38092.8587395  33865.87425039 30139.47858934
 26656.0659907  23171.6359823  19715.00747676 16457.35200697
 13411.73964167 10905.28025034]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,kg*m,"[42489.95080603 38092.8587395  33865.87425039 30139.47858934
 26656.0659907  23171.6359823  19715.00747676 16457.35200697
 13411.73964167 10905.28025034]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,N*m**2,"[1.01821114e+12 9.12841091e+11 8.11547430e+11 7.22249667e+11
 6.38774646e+11 5.55275245e+11 4.72442067e+11 3.94376995e+11
 3.21393234e+11 2.61329505e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,N*m**2,"[1.01821114e+12 9.12841091e+11 8.11547430e+11 7.22249667e+11
 6.38774646e+11 5.55275245e+11 4.72442067e+11 3.94376995e+11
 3.21393234e+11 2.61329505e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
