variables,units,values,description
rotorse.rs.bjs.layer_offset_y_bjs,m,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.         -0.8        -0.768      -0.736
  -0.704      -0.672      -0.64       -0.608      -0.576      -0.544
  -0.512      -0.48       -0.448      -0.416      -0.384      -0.352
  -0.32       -0.288       0.14292191 -0.224      -0.192      -0.16
  -0.128      -0.096      -0.064      -0.032       0.          0.        ]
 [ 0.          0.          0.         -0.8        -0.768      -0.736
  -0.704      -0.672      -0.64       -0.608      -0.576      -0.544
  -0.512      -0.48       -0.448      -0.416      -0.384      -0.352
  -0.32       -0.288       0.14292191 -0.224      -0.192      -0.16
  -0.128      -0.096      -0.064      -0.032       0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]]","2D array of the offset along the y axis to set the position of a layer. Positive values move the layer towards the trailing edge, negative values towards the leading edge. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.bjs.blade_mass,kg,[49899.65904372],blade mass
rotorse.rs.bjs.joint_material_cost,USD,[1873.46983022],"cost of joint metallic parts (bolts, washers, and inserts)"
rotorse.rc.sect_perimeter,m,"[14.13639991 14.067995   13.37760306 12.65683147 11.87075318 11.29996378
 11.01634508 10.8028031  10.65533525 10.56454047 10.48707403 10.31284639
 10.13063124  9.73989212  9.32909514  8.78258257  8.23620319  7.70270953
  7.16696369  6.62706686  6.08589618  5.54618293  5.01024056  4.47072636
  3.92385851  3.36609329  2.79948094  2.22217811  1.63324664  1.03519409]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[0.81891207 8.1331339  2.20882404 1.96590859 0.37027748 1.13105775
 1.13105775 4.91128476 2.15633535 2.43307155 9.31732766 7.91668029
 0.05980584 0.74488503 0.06224921 0.13957751 1.96811402 0.14821459]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[ 0.81891207  0.          2.63239297  4.17473263  0.40984714 16.04981419
 21.53101836  0.          0.          0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[ 1011.35640166   287.68539615  5106.84237057  6679.57220081
   795.10345651 31136.63952099  2799.0323871      0.
     0.             0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[  7312.10678398   2079.96541418   7115.24940959 104463.37108826
   1777.21906957  66348.91729222  36387.42103232  39637.87116145
      0.              0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[  9140.13347997   2079.96541418   7471.01188007 109686.53964268
   2043.80193001  76301.25488605  43664.90523878  39637.87116145
      0.              0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[2223.45553875],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[225.24088971],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[7659.72250862],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[12297.91089321],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[330456.58686523],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[75127.74302146],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[2310.4677637],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[407894.79765038],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[14501.24345126],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[22137.13949648],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[1428.92239754],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[11057.14657699],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[22538.32290644],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[23771.59660215],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[95434.37143087],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[503329.16908125],Total blade cost (variable and fixed)
rotorse.rc.joint_cost,USD,[20473.46983022],Total blade joint cost
drivese.hub_E,Pa,[2.e+11],
drivese.hub_G,Pa,[7.93e+10],
drivese.hub_rho,kg/m**3,[7800.],
drivese.hub_Xy,Pa,[3.45e+08],
drivese.hub_wohler_exp,,[3.],
drivese.hub_wohler_A,,[4.5e+08],
drivese.hub_mat_cost,USD/kg,[0.7],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[46210000.],
drivese.spinner_mat_cost,USD/kg,[3.],
drivese.lss_Xt,Pa,[4.5e+08],
drivese.lss_wohler_exp,,[3.],
drivese.lss_wohler_A,,[4.5e+08],
drivese.lss_cost,USD/kg,[0.7],
drivese.hss_Xt,Pa,[4.5e+08],
drivese.hss_wohler_exp,,[3.],
drivese.hss_wohler_A,,[4.5e+08],
drivese.hss_cost,USD/kg,[0.7],
drivese.bedplate_mat_cost,USD/kg,[0.7],
drivese.constr_hub_diameter,m,[-0.23538291],
drivese.spinner.spinner_diameter,m,[7.5],
drivese.hub_system_cost,USD,[12407.69528882],
drivese.stage_ratios,,[3.39733134 3.21912263 8.84749399],
drivese.D_gearbox,m,[2.3175],
drivese.L_lss,m,[3.1],
drivese.constr_length,m,[2.27743025],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[1480.55356999],
drivese.bear1.mb_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[1349.62411874],
drivese.bear2.mb_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.hss_rpm,rpm,"[  9.676       49.36699606  89.05799213 128.74898819 168.43998425
 208.13098031 247.82197638 287.51297244 327.2039685  366.89496456
 406.58596063 446.27695669 485.96795275 525.65894881 565.34994488
 605.04094094 644.731937   684.42293306 724.11392913 763.80492519]",
drivese.generator_efficiency,,"[0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95]",
drivese.mean_bearing_mass,kg,[1415.08884437],
drivese.total_bedplate_mass,kg,[28291.45574373],
drivese.above_yaw_mass,kg,[208377.99321669],
drivese.above_yaw_cm,m,[ 0.11826296 -0.15076097  1.52982877],
drivese.nacelle_I,kg*m**2,"[1013515.6169738  1486531.70358922 2024786.17522882   -3446.92202705
  -65870.16565527    3947.81667187]",
drivese.above_yaw_I,kg*m**2,"[ 9.77949871e+05  1.45109754e+06  2.02423360e+06 -3.71526276e+03
 -6.31472105e+04  4.76608394e+02]",
drivese.above_yaw_I_TT,kg*m**2,"[ 1.47036893e+06  1.94169481e+06  2.03188420e+06  4.54747351e-13
 -1.00847390e+05  4.85365910e+04]",
drivese.rotor_mass,kg,[184187.49015498],
drivese.rna_mass,kg,[410284.26941503],
drivese.rna_cm,m,[-5.24524615 -0.07656952  2.11670186],
drivese.rna_I_TT,kg*m**2,"[ 1.85117607e+08  1.20566639e+08  1.19463161e+08 -2.28175342e+01
  4.96507291e+04  4.82414274e+04]",
drivese.torq_deflection,m,[0.00279421],
drivese.torq_rotation,rad,[3.12800971e-06],
drivese.lss_axial_stress,Pa,"[[3.79389746e+06]
 [3.11592917e+08]
 [2.92898240e+08]
 [3.34170335e+08]]",
drivese.lss_shear_stress,Pa,"[[1.00108258e+09]
 [1.00198191e+09]
 [1.00206773e+09]
 [9.98224544e+08]]",
drivese.constr_lss_vonmises,,"[[8.82042675]
 [8.96949366]
 [8.95392295]
 [8.95799399]]",
drivese.lss_axial_load2stress,m**2,[ 3.82436907  0.          0.          0.         53.02402191 53.02402191],
drivese.lss_shear_load2stress,m**2,[ 0.          4.29987073  4.29987073 26.51201095  0.          0.        ],
drivese.hss_axial_stress,Pa,"[[6.86010096e+05]
 [1.38711357e-02]]",
drivese.hss_shear_stress,Pa,"[[85601952.64019027]
 [82712435.14515474]]",
drivese.hss_bending_stress,Pa,"[[0.]
 [0.]]",
drivese.constr_hss_vonmises,,"[[0.75423551]
 [0.72876828]]",
drivese.mb1_deflection,m,[7.12346526e-05],
drivese.mb2_deflection,m,[5.20719136e-05],
drivese.bedplate_deflection,m,[0.00018483],
drivese.mb1_rotation,rad,[9.29228771e-05],
drivese.mb2_rotation,rad,[0.00010402],
drivese.bedplate_rotation,rad,[9.21963556e-05],
drivese.base_F,N,"[[ 2179952.58537325]
 [   42088.58171112]
 [-2400890.38061204]]",
drivese.base_M,N*m,"[[15586323.48783386]
 [ 3975875.34042473]
 [ 1118085.67258224]]",
drivese.bedplate_axial_stress,Pa,"[[5.75715241e+04]
 [8.45913071e+05]
 [3.99789714e+05]
 [1.44871683e+06]
 [3.06327031e+06]
 [2.04616461e+07]
 [1.98684098e+07]
 [8.09995935e+06]
 [5.99506229e+06]
 [5.75729773e+04]
 [1.22942093e+00]
 [5.75708730e+04]
 [3.35391142e+05]
 [1.18816895e+06]
 [2.23709542e+06]
 [4.36243920e+06]
 [2.87239002e+07]
 [2.87870759e+07]
 [7.98882725e+06]
 [5.95801564e+06]
 [5.75723477e+04]
 [2.09746137e+00]]",
drivese.bedplate_shear_stress,Pa,"[[2.90164764e+05]
 [6.11930990e+05]
 [8.28813966e+05]
 [1.04643659e+06]
 [1.40670347e+06]
 [1.26413103e+07]
 [1.26110835e+07]
 [1.10758711e+07]
 [1.09307876e+07]
 [2.90160693e+05]
 [2.74668519e+00]
 [2.90161520e+05]
 [5.90983842e+06]
 [6.12686420e+06]
 [6.34448182e+06]
 [6.70442290e+06]
 [1.01691459e+07]
 [1.01392294e+07]
 [1.10758684e+07]
 [1.09307903e+07]
 [2.90165286e+05]
 [1.40610030e+00]]",
drivese.bedplate_bending_stress,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
drivese.constr_bedplate_vonmises,,"[[2.57332258e-03]
 [6.89830981e-03]
 [7.58046919e-03]
 [1.18033496e-02]
 [1.99107852e-02]
 [1.52446432e-01]
 [1.50205000e-01]
 [1.05930187e-01]
 [1.01022797e-01]
 [2.57328778e-03]
 [2.49957093e-08]
 [2.57329381e-03]
 [5.20987445e-02]
 [5.43202978e-02]
 [5.70469786e-02]
 [6.31026110e-02]
 [1.71400773e-01]
 [1.71537398e-01]
 [1.05711551e-01]
 [1.00966089e-01]
 [2.57332763e-03]
 [1.63501924e-08]]",
drivese.constr_mb1_defl,,[0.01064818],
drivese.constr_mb2_defl,,[0.00133357],
drivese.drivetrain_spring_constant,N*m/rad,[2.78133415e+08],
drivese.drivetrain_damping_coefficient,N*m*s/rad,[2252697.29084833],
towerse.height_constraint,m,[3.],
towerse.transition_piece_height,m,[0.],
towerse.z_start,m,[0.],
towerse.tower_section_height,m,[13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7],
towerse.member.sigma_ult,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.wohler_exp,,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.],
towerse.member.wohler_A,,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.ballast_density,kg/m**3,[],
towerse.member.ballast_unit_cost,USD/kg,[],
towerse.z_param,m,[  0.   13.7  27.4  41.1  54.8  68.5  82.2  95.9 109.6 123.3 137. ],
towerse.member.sec_loc,,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]",normalized sectional location
towerse.member.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,kg/m,"[9639.07703025 8622.61477518 7649.74157786 6795.5079111  5999.84470102
 5206.69361172 4422.55525651 3685.97686814 3055.5302826  2692.2359476 ]",sectional mass per unit length
towerse.member.foreaft_iner,kg*m,"[42489.95080603 38092.8587395  33865.87425039 30139.47858934
 26656.0659907  23171.6359823  19715.00747676 16457.35200697
 13411.73964167 10905.28025034]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,kg*m,"[42489.95080603 38092.8587395  33865.87425039 30139.47858934
 26656.0659907  23171.6359823  19715.00747676 16457.35200697
 13411.73964167 10905.28025034]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,N*m**2,"[1.01821114e+12 9.12841091e+11 8.11547430e+11 7.22249667e+11
 6.38774646e+11 5.55275245e+11 4.72442067e+11 3.94376995e+11
 3.21393234e+11 2.61329505e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,N*m**2,"[1.01821114e+12 9.12841091e+11 8.11547430e+11 7.22249667e+11
 6.38774646e+11 5.55275245e+11 4.72442067e+11 3.94376995e+11
 3.21393234e+11 2.61329505e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.member.tor_stff,N*m**2,"[8.07441433e+11 7.23882985e+11 6.43557112e+11 5.72743986e+11
 5.06548295e+11 4.40333269e+11 3.74646560e+11 3.12740957e+11
 2.54864834e+11 2.07234298e+11]",sectional torsional stiffness
towerse.member.axial_stff,N,"[2.30986749e+11 2.06628679e+11 1.83315159e+11 1.62844666e+11
 1.43777731e+11 1.24770995e+11 1.05980236e+11 8.83291845e+10
 7.32214302e+10 6.45155990e+10]",sectional axial stiffness
towerse.member.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.member.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.member.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.member.axial_load2stress,m**2,"[[0.         0.         0.86585053 0.58926875 0.58926875 0.        ]
 [0.         0.         0.96791985 0.65728855 0.65728855 0.        ]
 [0.         0.         1.09101725 0.73932832 0.73932832 0.        ]
 [0.         0.         1.22816427 0.83073766 0.83073766 0.        ]
 [0.         0.         1.391036   0.93929839 0.93929839 0.        ]
 [0.         0.         1.60293665 1.0805452  1.0805452  0.        ]
 [0.         0.         1.88714431 1.26999698 1.26999698 0.        ]
 [0.         0.         2.26425729 1.52138692 1.52138692 0.        ]
 [0.         0.         2.73144077 1.84988215 1.84988215 0.        ]
 [0.         0.         3.10002547 2.1851949  2.1851949  0.        ]]",
towerse.member.shear_load2stress,m**2,"[[1.41927333 1.41927333 0.         0.         0.         0.29463437]
 [1.5874111  1.5874111  0.         0.         0.         0.32864428]
 [1.79017882 1.79017882 0.         0.         0.         0.36966416]
 [2.01608074 2.01608074 0.         0.         0.         0.41536883]
 [2.28434708 2.28434708 0.         0.         0.         0.4696492 ]
 [2.63336006 2.63336006 0.         0.         0.         0.5402726 ]
 [3.10145671 3.10145671 0.         0.         0.         0.63499849]
 [3.72255939 3.72255939 0.         0.         0.         0.76069346]
 [4.4918757  4.4918757  0.         0.         0.         0.92494108]
 [5.09835809 5.09835809 0.         0.         0.         1.09259745]]",
towerse.constr_d_to_t,,"[ 96.91496253 108.45985024 122.38290531 137.89480143 156.31602724
 180.282286   212.42626375 255.07753082 302.31821512 316.59090065]",
towerse.constr_taper,,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.98179869 0.93880853]",
towerse.slope,,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.98179869 0.93880853]",
towerse.thickness_slope,,"[0.89355612 0.88623366 0.8875092  0.88215395 0.8670626  0.84868172
 0.83279097 0.83605997 0.91719931]",
towerse.member.nu_full,,"[0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405
 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405]",
towerse.member.nodes_r,m,"[3.         3.         3.         3.         3.         3.
 3.         3.         3.         3.         3.         3.
 3.         3.         3.         3.         3.         3.
 3.         3.         3.         3.         3.         3.
 3.         2.98179869 2.96359738 2.94539607 2.88531836 2.82524066
 2.76516296]",
towerse.member.center_of_buoyancy,m,[0. 0. 0.],
towerse.member.displacement,m**3,[0.],
towerse.member.buoyancy_force,N,[0.],
towerse.member.idx_cb,,[0.],
towerse.member.Awater,m**2,[0.],
towerse.member.Iwater,m**4,[0.],
towerse.member.added_mass,kg,[0. 0. 0. 0. 0. 0.],
towerse.member.waterline_centroid,m,[0. 0.],
towerse.member.z_dim,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.member.d_eff,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.tower_cost,USD,[2148240.64007646],
towerse.member.section_D,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 5.98179869 5.94539607 5.90899344 5.83071443 5.71055903 5.59040362]",
towerse.member.section_t,m,"[0.06624364 0.06624364 0.06624364 0.05919241 0.05919241 0.05919241
 0.05245831 0.05245831 0.05245831 0.04655723 0.04655723 0.04655723
 0.04107064 0.04107064 0.04107064 0.03561082 0.03561082 0.03561082
 0.03022225 0.03022225 0.03022225 0.02516882 0.02516882 0.02516882
 0.02104264 0.02104264 0.02104264 0.0193003  0.0193003  0.0193003 ]",
towerse.member.section_sigma_y,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.turbine_mass,kg,[1201730.22749428],
towerse.turbine_center_of_mass,m,[-1.79078626e+00 -2.61416985e-02  8.25152393e+01],
towerse.turbine_I_base,kg*m**2,"[ 1.12172240e+10  1.11526730e+10  1.26447895e+08 -2.28175342e+01
  4.96507291e+04  4.82414274e+04]",
towerse.env.wind.U,m/s,"[ 0.          9.14216119 10.50158552 11.38867304 12.06315401 12.61371096
 13.08214999 13.49175612 13.85692516 14.18722237 14.48934903 14.76819476
 15.02744417 15.26994752 15.49795806 15.71329    15.91742714 16.11159952
 16.296839   16.4740202  16.64389139 16.80709802 16.96420103 17.11569116
 17.2620004  17.40351115 17.5405636  17.67346186 17.80247893 17.92786089
 18.04983038]",
towerse.env.windLoads.windLoads_Px,N/m,"[  0.         200.58445246 276.29296911 330.1306254  373.43136091
 410.35707168 442.81807124 471.97379298 498.57238711 523.12287274
 545.98914794 567.44145861 587.68665911 606.88702485 625.17248554
 642.64888036 659.40370441 675.51021623 691.03044151 706.0174137
 720.51687498 734.56858759 748.20735899 761.46385325 774.36524046
 782.29385342 789.77539357 796.83343702 792.30030593 787.03543108
 781.05873361]",
towerse.env.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_qdyn,N/m**2,"[  0.          51.19220558  67.54852023  79.44239764  89.1308068
  97.45224378 104.82487214 111.49183341 117.60880467 123.28233317
 128.58900659 133.58599059 138.31724804 142.81741962 147.11435617
 151.23083318 155.18574814 158.99497902 162.67201387 166.22842178
 169.67421143 173.01810821 176.26777135 179.42996632 182.51070298
 185.51534771 188.44871499 191.31514306 194.11855676 196.86252011
 199.55028073]",
towerse.env.windLoads.windLoads_z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.env.windLoads.windLoads_beta,deg,[0.],
towerse.env.Px,N/m,"[  0.         200.58445246 276.29296911 330.1306254  373.43136091
 410.35707168 442.81807124 471.97379298 498.57238711 523.12287274
 545.98914794 567.44145861 587.68665911 606.88702485 625.17248554
 642.64888036 659.40370441 675.51021623 691.03044151 706.0174137
 720.51687498 734.56858759 748.20735899 761.46385325 774.36524046
 782.29385342 789.77539357 796.83343702 792.30030593 787.03543108
 781.05873361]",
towerse.env.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.qdyn,N/m**2,"[  0.          51.19220558  67.54852023  79.44239764  89.1308068
  97.45224378 104.82487214 111.49183341 117.60880467 123.28233317
 128.58900659 133.58599059 138.31724804 142.81741962 147.11435617
 151.23083318 155.18574814 158.99497902 162.67201387 166.22842178
 169.67421143 173.01810821 176.26777135 179.42996632 182.51070298
 185.51534771 188.44871499 191.31514306 194.11855676 196.86252011
 199.55028073]",
towerse.g2e.Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz,N/m,"[   0.         -200.58445246 -276.29296911 -330.1306254  -373.43136091
 -410.35707168 -442.81807124 -471.97379298 -498.57238711 -523.12287274
 -545.98914794 -567.44145861 -587.68665911 -606.88702485 -625.17248554
 -642.64888036 -659.40370441 -675.51021623 -691.03044151 -706.0174137
 -720.51687498 -734.56858759 -748.20735899 -761.46385325 -774.36524046
 -782.29385342 -789.77539357 -796.83343702 -792.30030593 -787.03543108
 -781.05873361]",
towerse.g2e.qdyn,Pa,"[  0.          51.19220558  67.54852023  79.44239764  89.1308068
  97.45224378 104.82487214 111.49183341 117.60880467 123.28233317
 128.58900659 133.58599059 138.31724804 142.81741962 147.11435617
 151.23083318 155.18574814 158.99497902 162.67201387 166.22842178
 169.67421143 173.01810821 176.26777135 179.42996632 182.51070298
 185.51534771 188.44871499 191.31514306 194.11855676 196.86252011
 199.55028073]",
